contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
NODE_A371_length_1633_cov_134.978149_BlackFly39	1633	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.04	no viral genes detected; low-confidence DTR
NODE_A84_length_1632_cov_2.702251_BlackFly58	1632	No	NA	4	1	0	Low-quality	Genome-fragment	0.91	HMM-based (lower-bound)	0.0	1.0	
NODE_A377_length_1630_cov_3.848680_BlackFly39	1630	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A208_length_1628_cov_3.007092_BlackFly59	1628	No	NA	6	1	0	Low-quality	Genome-fragment	2.59	AAI-based (medium-confidence)	0.0	1.0	
NODE_A521_length_1628_cov_7.917473_BlackFly49	1628	No	NA	1	1	0	Low-quality	Genome-fragment	2.7	HMM-based (lower-bound)	0.0	1.0	
NODE_A85_length_1628_cov_2.499033_BlackFly58	1628	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A392_length_1624_cov_5.668390_BlackFly28	1624	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A678_length_1624_cov_32.673562_BlackFly34	1624	No	NA	1	0	0	Low-quality	Genome-fragment	45.56	AAI-based (high-confidence)	0.0	1.02	no viral genes detected
NODE_A241_length_1621_cov_7.035622_BlackFly32	1621	No	NA	2	1	0	Low-quality	Genome-fragment	17.8	HMM-based (lower-bound)	0.0	1.0	
NODE_A140_length_1620_cov_7.853532_BlackFly44	1620	No	NA	2	0	0	Low-quality	Genome-fragment	42.0	AAI-based (high-confidence)	0.0	1.01	no viral genes detected
NODE_A601_length_1620_cov_3.591704_BlackFly14	1620	No	NA	1	1	0	Low-quality	Genome-fragment	12.41	HMM-based (lower-bound)	0.0	1.0	
NODE_A219_length_1619_cov_6.725681_BlackFly52	1619	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A467_length_1617_cov_2.578571_BlackFly23	1617	No	NA	1	1	0	Low-quality	Genome-fragment	3.05	AAI-based (medium-confidence)	0.0	1.0	
NODE_A73_length_1617_cov_5.481169_BlackFly11	1617	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A211_length_1615_cov_3.875163_BlackFly59	1615	No	NA	2	0	0	Low-quality	Genome-fragment	1.08	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A75_length_1615_cov_9.231469_BlackFly18	1615	No	NA	1	0	0	Low-quality	Genome-fragment	1.3	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A590_length_1614_cov_3.764476_BlackFly3	1614	No	NA	3	1	0	Low-quality	Genome-fragment	0.68	AAI-based (medium-confidence)	0.0	1.0	
NODE_A592_length_1614_cov_2.268055_BlackFly3	1614	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A141_length_1609_cov_171.966057_BlackFly44	1609	No	NA	1	0	0	Low-quality	Genome-fragment	44.93	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A222_length_1609_cov_316.617493_BlackFly52	1609	No	NA	1	0	0	Low-quality	Genome-fragment	44.97	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A596_length_1609_cov_23.473238_BlackFly3	1609	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A599_length_1609_cov_2.201044_BlackFly3	1609	No	NA	4	0	0	Low-quality	Genome-fragment	3.54	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A76_length_1609_cov_57.654700_BlackFly7	1609	No	NA	2	0	0	Low-quality	Genome-fragment	41.76	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A141_length_1608_cov_8.414108_BlackFly45	1608	No	NA	1	0	0	Low-quality	Genome-fragment	15.03	AAI-based (medium-confidence)	0.0	1.03	no viral genes detected
NODE_A727_length_1608_cov_38.609406_BlackFly34	1608	No	NA	2	0	0	Low-quality	Genome-fragment	41.73	AAI-based (high-confidence)	0.0	1.01	no viral genes detected
NODE_A447_length_1607_cov_4.517647_BlackFly27	1607	No	NA	1	0	0	Low-quality	Genome-fragment	14.94	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A469_length_1602_cov_7.198033_BlackFly31	1602	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A403_length_1600_cov_457.849639_BlackFly39	1600	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.04	no viral genes detected
NODE_A234_length_1598_cov_6.733070_BlackFly29	1598	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A220_length_1595_cov_11.666667_BlackFly59	1595	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A247_length_1593_cov_101.981530_BlackFly32	1593	No	NA	1	0	0	Low-quality	Genome-fragment	44.6	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A79_length_1593_cov_16.267810_BlackFly9	1593	No	NA	1	1	0	Low-quality	Genome-fragment	1.22	HMM-based (lower-bound)	0.0	1.0	
NODE_A99_length_1593_cov_70.407652_BlackFly25	1593	No	NA	1	0	0	Low-quality	Genome-fragment	44.54	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A148_length_1591_cov_119.486129_BlackFly44	1591	No	NA	1	0	0	Low-quality	Genome-fragment	44.76	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A182_length_1591_cov_259.898283_BlackFly42	1591	No	NA	1	0	0	Low-quality	Genome-fragment	44.63	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A181_length_1590_cov_4.140119_BlackFly21	1590	No	NA	3	3	0	Low-quality	Genome-fragment	3.67	AAI-based (high-confidence)	0.0	1.0	
NODE_A618_length_1590_cov_155.429610_BlackFly3	1590	No	NA	1	0	0	Low-quality	Genome-fragment	44.74	AAI-based (high-confidence)	0.0	1.03	no viral genes detected
NODE_A229_length_1587_cov_2.822517_BlackFly52	1587	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A244_length_1586_cov_245.868787_BlackFly15	1586	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A349_length_1586_cov_5.397614_BlackFly16	1586	No	NA	3	2	0	Low-quality	Genome-fragment	3.53	AAI-based (medium-confidence)	0.0	1.0	
NODE_A622_length_1586_cov_3.504307_BlackFly3	1586	No	NA	2	1	0	Low-quality	Genome-fragment	1.57	HMM-based (lower-bound)	0.0	1.0	
NODE_A89_length_1586_cov_3.630219_BlackFly58	1586	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A221_length_1585_cov_4.339523_BlackFly59	1585	No	NA	2	0	0	Low-quality	Genome-fragment	0.96	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A91_length_1585_cov_6.377984_BlackFly58	1585	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A101_length_1583_cov_90.725764_BlackFly25	1583	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A131_length_1583_cov_2.781541_BlackFly35	1583	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A538_length_1583_cov_89.190571_BlackFly49	1583	No	NA	1	0	0	Low-quality	Genome-fragment	44.32	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A232_length_1581_cov_2.987367_BlackFly52	1581	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A249_length_1581_cov_32.214096_BlackFly32	1581	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A81_length_1580_cov_29.593480_BlackFly7	1580	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A250_length_1579_cov_86.088549_BlackFly32	1579	No	NA	1	0	0	Low-quality	Genome-fragment	44.12	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A99_length_1579_cov_6.503329_BlackFly46	1579	No	NA	1	0	0	Low-quality	Genome-fragment	44.36	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A143_length_1577_cov_27.941333_BlackFly53	1577	No	NA	1	0	0	Low-quality	Genome-fragment	44.24	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A483_length_1577_cov_3.307333_BlackFly31	1577	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A520_length_1577_cov_116.734667_BlackFly23	1577	No	NA	1	0	0	Low-quality	Genome-fragment	44.3	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A144_length_1576_cov_3.839226_BlackFly5	1576	No	NA	2	1	0	Low-quality	Genome-fragment	0.54	HMM-based (lower-bound)	0.0	1.0	
NODE_A134_length_1575_cov_40.796395_BlackFly35	1575	No	NA	1	0	0	Low-quality	Genome-fragment	44.11	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A485_length_1575_cov_11.335113_BlackFly31	1575	No	NA	1	0	0	Low-quality	Genome-fragment	44.1	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A808_length_1575_cov_5.520027_BlackFly34	1575	No	NA	4	1	0	Low-quality	Genome-fragment	3.78	AAI-based (high-confidence)	0.0	1.0	
NODE_A811_length_1574_cov_50.465598_BlackFly34	1574	No	NA	1	0	0	Low-quality	Genome-fragment	44.17	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A45_length_1573_cov_10.468583_BlackFly13	1573	No	NA	1	0	0	Low-quality	Genome-fragment	44.07	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A92_length_1573_cov_3.038770_BlackFly58	1573	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A151_length_1572_cov_16.495652_BlackFly44	1572	No	NA	1	0	0	Low-quality	Genome-fragment	43.91	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A233_length_1572_cov_36.232776_BlackFly52	1572	No	NA	1	0	0	Low-quality	Genome-fragment	44.19	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A148_length_1570_cov_3.226390_BlackFly53	1570	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A250_length_1569_cov_34.904826_BlackFly15	1569	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A295_length_1569_cov_5.703753_BlackFly36	1569	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A47_length_1569_cov_16.015416_BlackFly13	1569	No	NA	1	0	0	Low-quality	Genome-fragment	44.11	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A67_length_1568_cov_6.042924_BlackFly47	1568	No	NA	1	0	0	Low-quality	Genome-fragment	44.11	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A404_length_1567_cov_2.964430_BlackFly43	1567	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A153_length_1563_cov_2.646703_BlackFly44	1563	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A137_length_1562_cov_7.391246_BlackFly35	1562	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A154_length_1562_cov_75.063973_BlackFly44	1562	No	NA	1	0	0	Low-quality	Genome-fragment	43.82	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A493_length_1561_cov_20.598383_BlackFly27	1561	No	NA	1	0	0	Low-quality	Genome-fragment	43.64	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A234_length_1560_cov_22.370870_BlackFly59	1560	No	NA	1	0	1	Low-quality	Genome-fragment	1.26	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A130_length_1559_cov_66.130904_BlackFly38	1559	No	NA	1	0	0	Low-quality	Genome-fragment	43.51	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A253_length_1559_cov_12.865047_BlackFly32	1559	No	NA	1	0	0	Low-quality	Genome-fragment	43.79	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A49_length_1557_cov_4.513514_BlackFly13	1557	No	NA	1	0	0	Low-quality	Genome-fragment	43.74	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A255_length_1555_cov_9.792287_BlackFly15	1555	No	NA	2	1	0	Low-quality	Genome-fragment	3.12	AAI-based (high-confidence)	0.0	1.0	
NODE_A102_length_1554_cov_9.908599_BlackFly46	1554	No	NA	1	0	0	Low-quality	Genome-fragment	43.5	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A139_length_1554_cov_6.857143_BlackFly35	1554	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A468_length_1551_cov_138.033921_BlackFly39	1551	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A469_length_1551_cov_14.052917_BlackFly39	1551	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A555_length_1551_cov_3.349389_BlackFly49	1551	No	NA	4	2	0	Low-quality	Genome-fragment	2.86	AAI-based (medium-confidence)	0.0	1.0	
NODE_A154_length_1550_cov_16.723693_BlackFly53	1550	No	NA	1	0	0	Low-quality	Genome-fragment	43.49	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A306_length_1550_cov_17.895451_BlackFly36	1550	No	NA	1	0	0	Low-quality	Genome-fragment	43.64	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A13_length_1548_cov_12.384772_BlackFly_NC_Jara_2	1548	No	NA	1	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
NODE_A481_length_1544_cov_7.248807_BlackFly39	1544	No	NA	1	1	0	Low-quality	Genome-fragment	30.7	AAI-based (high-confidence)	0.0	1.0	
NODE_A141_length_1543_cov_7.551160_BlackFly35	1543	No	NA	1	0	0	Low-quality	Genome-fragment	43.17	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A562_length_1542_cov_26.604096_BlackFly49	1542	No	NA	2	0	0	Low-quality	Genome-fragment	43.14	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A100_length_1540_cov_23.062201_BlackFly22	1540	No	NA	1	0	0	Low-quality	Genome-fragment	42.92	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A314_length_1539_cov_15.145691_BlackFly36	1539	No	NA	1	0	0	Low-quality	Genome-fragment	43.21	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A363_length_1539_cov_2.437073_BlackFly16	1539	No	NA	1	1	0	Low-quality	Genome-fragment	1.18	HMM-based (lower-bound)	0.0	1.0	
NODE_A239_length_1538_cov_8.216975_BlackFly52	1538	No	NA	1	0	0	Low-quality	Genome-fragment	42.93	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A364_length_1538_cov_21.818617_BlackFly16	1538	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A676_length_1537_cov_4.605479_BlackFly3	1537	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A158_length_1536_cov_4.996573_BlackFly44	1536	No	NA	1	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
NODE_A504_length_1536_cov_4.911583_BlackFly39	1536	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A937_length_1535_cov_4.722222_BlackFly34	1535	No	NA	4	0	0	Low-quality	Genome-fragment	12.7	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A160_length_1533_cov_379.548764_BlackFly44	1533	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A138_length_1531_cov_12.098349_BlackFly38	1531	No	NA	1	0	0	Low-quality	Genome-fragment	42.9	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A95_length_1530_cov_157.812113_BlackFly58	1530	No	NA	1	0	0	Low-quality	Genome-fragment	42.65	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A162_length_1529_cov_1.849174_BlackFly44	1529	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A430_length_1529_cov_5.803030_BlackFly28	1529	No	NA	1	0	0	Low-quality	Genome-fragment	42.93	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A540_length_1529_cov_18.853994_BlackFly27	1529	No	NA	1	0	0	Low-quality	Genome-fragment	42.89	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A692_length_1527_cov_2.592414_BlackFly3	1527	No	NA	2	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
NODE_A139_length_1526_cov_59.993099_BlackFly38	1526	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A157_length_1526_cov_342.447895_BlackFly53	1526	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.04	no viral genes detected
NODE_A548_length_1525_cov_9.573895_BlackFly27	1525	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A577_length_1524_cov_4.189357_BlackFly23	1524	No	NA	1	1	0	Low-quality	Genome-fragment	28.08	AAI-based (medium-confidence)	0.0	1.0	
NODE_A190_length_1522_cov_2.305882_BlackFly21	1522	No	NA	1	0	0	Low-quality	Genome-fragment	42.44	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A432_length_1522_cov_4.737024_BlackFly28	1522	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A140_length_1521_cov_5.729917_BlackFly38	1521	No	NA	1	0	0	Low-quality	Genome-fragment	42.66	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A519_length_1521_cov_18.040166_BlackFly31	1521	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A81_length_1520_cov_5.654886_BlackFly24	1520	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A586_length_1519_cov_148.923024_BlackFly23	1519	No	NA	1	0	0	Low-quality	Genome-fragment	42.34	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A243_length_1518_cov_3.611381_BlackFly52	1518	No	NA	2	2	0	Low-quality	Genome-fragment	4.35	AAI-based (high-confidence)	0.0	1.0	
NODE_A127_length_1517_cov_2.072222_BlackFly4	1517	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A164_length_1517_cov_45.488194_BlackFly44	1517	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A370_length_1514_cov_12.560891_BlackFly16	1514	No	NA	1	0	0	Low-quality	Genome-fragment	42.41	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A102_length_1513_cov_37.960306_BlackFly22	1513	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A103_length_1513_cov_17.657382_BlackFly22	1513	No	NA	1	0	0	Low-quality	Genome-fragment	42.18	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A160_length_1512_cov_47.232056_BlackFly53	1512	No	NA	1	0	0	Low-quality	Genome-fragment	42.17	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A99_length_1512_cov_3.264111_BlackFly58	1512	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A168_length_1508_cov_16.566038_BlackFly44	1508	No	NA	1	0	0	Low-quality	Genome-fragment	42.22	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A250_length_1504_cov_3.063069_BlackFly52	1504	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A185_length_1501_cov_5.797753_BlackFly45	1501	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A205_length_1500_cov_2.799719_BlackFly48	1500	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A340_length_1500_cov_2.663387_BlackFly57	1500	No	NA	2	0	0	Low-quality	Genome-fragment	0.6	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A48_length_1500_cov_4.070977_BlackFly41	1500	No	NA	3	1	0	Low-quality	Genome-fragment	16.47	HMM-based (lower-bound)	0.0	1.0	
NODE_A113_length_1499_cov_24.277075_BlackFly46	1499	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A533_length_1498_cov_185.274455_BlackFly31	1498	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A105_length_1497_cov_5.743662_BlackFly10	1497	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A146_length_1497_cov_5.563380_BlackFly38	1497	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A49_length_1495_cov_18.748942_BlackFly41	1495	No	NA	1	0	0	Low-quality	Genome-fragment	41.87	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A160_length_1492_cov_8.718021_BlackFly5	1492	No	NA	5	1	0	Low-quality	Genome-fragment	0.49	AAI-based (medium-confidence)	0.0	1.0	
NODE_A382_length_1491_cov_10.817539_BlackFly16	1491	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A151_length_1490_cov_3.196037_BlackFly35	1490	No	NA	2	2	0	Low-quality	Genome-fragment	0.51	HMM-based (lower-bound)	0.0	1.0	
NODE_A106_length_1489_cov_17.085694_BlackFly10	1489	No	NA	2	0	0	Low-quality	Genome-fragment	36.04	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A343_length_1488_cov_4.611623_BlackFly57	1488	No	NA	1	1	0	Low-quality	Genome-fragment	0.51	HMM-based (lower-bound)	0.0	1.0	
NODE_A538_length_1488_cov_3.860383_BlackFly31	1488	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A99_length_1484_cov_8.024876_BlackFly18	1484	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A386_length_1483_cov_452.756046_BlackFly12	1483	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A617_length_1480_cov_4.873129_BlackFly39	1480	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A101_length_1479_cov_4.440799_BlackFly58	1479	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A103_length_1478_cov_4.604568_BlackFly18	1478	No	NA	1	1	0	Low-quality	Genome-fragment	1.32	HMM-based (lower-bound)	0.0	1.0	
NODE_A254_length_1478_cov_5.320485_BlackFly52	1478	No	NA	3	1	0	Low-quality	Genome-fragment	16.23	HMM-based (lower-bound)	0.0	1.0	
NODE_A183_length_1477_cov_6.433571_BlackFly30	1477	No	NA	1	0	0	Low-quality	Genome-fragment	41.35	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A204_length_1477_cov_5.469286_BlackFly21	1477	No	NA	3	1	0	Low-quality	Genome-fragment	0.94	HMM-based (lower-bound)	0.0	1.0	
NODE_A785_length_1476_cov_7.555397_BlackFly3	1476	No	NA	1	0	0	Low-quality	Genome-fragment	41.44	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A456_length_1475_cov_13.378398_BlackFly28	1475	No	NA	2	2	0	Low-quality	Genome-fragment	0.85	AAI-based (high-confidence)	0.0	1.0	
NODE_A385_length_1474_cov_15.574803_BlackFly16	1474	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A386_length_1474_cov_14.945598_BlackFly16	1474	No	NA	2	0	0	Low-quality	Genome-fragment	35.67	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A668_length_1474_cov_7.531138_BlackFly23	1474	No	NA	3	1	0	Low-quality	Genome-fragment	0.93	HMM-based (lower-bound)	0.0	1.0	
NODE_A56_length_1471_cov_1.934720_BlackFly13	1471	No	NA	1	0	0	Low-quality	Genome-fragment	41.27	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A797_length_1471_cov_1.746772_BlackFly3	1471	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A166_length_1469_cov_2.522270_BlackFly5	1469	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A206_length_1469_cov_16.132184_BlackFly42	1469	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A213_length_1468_cov_10.766355_BlackFly48	1468	No	NA	2	0	0	Low-quality	Genome-fragment	38.1	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A169_length_1465_cov_13.329251_BlackFly53	1465	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A384_length_1465_cov_5.436599_BlackFly19	1465	No	NA	5	0	0	Low-quality	Genome-fragment	1.61	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A807_length_1465_cov_10.907781_BlackFly3	1465	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A1263_length_1461_cov_3.488439_BlackFly34	1461	No	NA	4	2	0	Low-quality	Genome-fragment	3.51	AAI-based (high-confidence)	0.0	1.0	
NODE_A173_length_1460_cov_14.028200_BlackFly53	1460	No	NA	1	0	0	Low-quality	Genome-fragment	40.72	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A275_length_1460_cov_6.672451_BlackFly32	1460	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A825_length_1457_cov_5.738406_BlackFly3	1457	No	NA	3	0	0	Low-quality	Genome-fragment	2.73	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NODE_A114_length_1456_cov_10.065990_BlackFly22	1456	No	NA	2	0	0	Low-quality	Genome-fragment	38.66	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A466_length_1450_cov_8.583394_BlackFly28	1450	No	NA	1	1	0	Low-quality	Genome-fragment	15.92	HMM-based (lower-bound)	0.0	1.0	
NODE_A709_length_1448_cov_5.192560_BlackFly23	1448	No	NA	3	1	0	Low-quality	Genome-fragment	2.62	AAI-based (high-confidence)	0.0	1.0	
