queryID	taxID	perc_identity
NODE_A7356_length_671_cov_2.619529_BlackFly36	231052	60.7
NODE_A7357_length_866_cov_1.703422_BlackFly39	1955153	32.6
NODE_A7369_length_584_cov_1.345168_BlackFly58	629	81.3
NODE_A7377_length_587_cov_3.188235_BlackFly38	53335	98.59
NODE_A737_length_1200_cov_59.134461_BlackFly49	231053	61.4
NODE_A738_length_1431_cov_5.218612_BlackFly23	1	64.9466666666667
NODE_A7394_length_848_cov_20.704280_BlackFly27	549	99
NODE_A73_length_1617_cov_5.481169_BlackFly11	2832643	95
NODE_A73_length_1739_cov_216.722623_BlackFly58	2742540	75.8
NODE_A73_length_1981_cov_4.371849_BlackFly46	562	69.5
NODE_A73_length_2049_cov_2.872211_BlackFly53	2802230	46
NODE_A73_length_2147_cov_7.260870_BlackFly35	10239	61.7
NODE_A73_length_2539_cov_12.394801_BlackFly30	286	96.8333333333333
NODE_A73_length_2602_cov_11.491881_BlackFly5	2970918	97.3
NODE_A73_length_2678_cov_9.819300_BlackFly6	2767842	99.304
NODE_A73_length_3001_cov_6.142955_BlackFly42	1883427	34.2
NODE_A73_length_3198_cov_3.672220_BlackFly29	53335	90.55
NODE_A73_length_3467_cov_8.634513_BlackFly52	571	100
NODE_A73_length_3470_cov_19.964044_BlackFly27	53335	98.65
NODE_A73_length_3582_cov_43.001141_BlackFly36	2742544	75.2
NODE_A73_length_3649_cov_4.457447_BlackFly15	2301642	82.6
NODE_A73_length_3843_cov_8.697026_BlackFly31	441	63.5
NODE_A73_length_4440_cov_16.653220_BlackFly16	183478	75.7
NODE_A73_length_6342_cov_41.704709_BlackFly19	2735941	55
NODE_A7415_length_520_cov_8.521445_BlackFly_NC_Ludovica_1	406	74
NODE_A741_length_677_cov_2.418333_BlackFly35	73780	57.4
NODE_A7423_length_543_cov_13.332618_BlackFly_NC_2_Jill	1535287	55.3
NODE_A7425_length_515_cov_3.454338_BlackFly32	2689384	94.7
NODE_A742_length_1073_cov_2.592369_BlackFly29	2601605	40
NODE_A743_length_1192_cov_2.530045_BlackFly49	2695350	83.3
NODE_A743_length_1224_cov_2.409765_BlackFly19	1	34.1285714285714
NODE_A744_length_1410_cov_6.221305_BlackFly27	709323	95.5
NODE_A744_length_924_cov_2.042503_BlackFly12	433	77.5
NODE_A746_length_1498_cov_4.694581_BlackFly3	2585031	60.5
NODE_A747_length_1187_cov_2.709910_BlackFly49	1977087	48
NODE_A747_length_1243_cov_8.493139_BlackFly31	2905258	58.4
NODE_A7487_length_741_cov_3.302711_BlackFly19	1974281	44.4
NODE_A7496_length_1025_cov_3.441983_BlackFly34	1915205	77.65
NODE_A74_length_1740_cov_5.251353_BlackFly9	2283026	95.3
NODE_A74_length_2136_cov_7.474502_BlackFly35	2972877	28.3
NODE_A74_length_2156_cov_2.699375_BlackFly4	2630326	93.55
NODE_A74_length_2324_cov_5.697374_BlackFly20	1147094	31.5
NODE_A74_length_2488_cov_4.531315_BlackFly21	1712539	58.7
NODE_A74_length_2512_cov_4.936345_BlackFly30	66269	94.6
NODE_A74_length_2602_cov_3.797228_BlackFly5	1	36.6
NODE_A74_length_2655_cov_9.629170_BlackFly6	2559587	28
NODE_A74_length_2658_cov_4.997288_BlackFly34	1923537	23.5
NODE_A74_length_3190_cov_19.028269_BlackFly29	2731619	75.95
NODE_A74_length_3440_cov_50.762117_BlackFly52	1923734	36
NODE_A74_length_3454_cov_7.547231_BlackFly27	2490851	70.8
NODE_A74_length_3980_cov_55.695875_BlackFly3	2809552	76.5
NODE_A751_length_1054_cov_7.951894_BlackFly28	469	80.212
NODE_A7524_length_813_cov_2.995924_BlackFly23	2972347	65.4
NODE_A753_length_1068_cov_3.153380_BlackFly29	2601605	51.5
NODE_A753_length_1406_cov_4.597442_BlackFly27	3014454	62.3
NODE_A754_length_1540_cov_5.712235_BlackFly14	2021391	32.7
NODE_A755_length_781_cov_2.482955_BlackFly9	386793	61.7
NODE_A756_length_1053_cov_2.394467_BlackFly28	2559587	32.1666666666667
NODE_A757_length_750_cov_7.258544_BlackFly6	1224	46.6166666666667
NODE_A758_length_1238_cov_4.305771_BlackFly31	2100421	53.8
NODE_A759_length_1148_cov_4.226891_BlackFly36	2838331	66.1
NODE_A759_length_774_cov_4.921090_BlackFly15	2583950	75.4
NODE_A75_length_1340_cov_4.444972_BlackFly41	412384	79.6
NODE_A75_length_1615_cov_9.231469_BlackFly18	3020468	57.5
NODE_A75_length_1738_cov_6.278748_BlackFly9	543	97.8
NODE_A75_length_1949_cov_10.237714_BlackFly46	2742566	92.5
NODE_A75_length_2088_cov_7.258081_BlackFly35	2925283	77.5
NODE_A75_length_2577_cov_21.197600_BlackFly5	1776740	59.3
NODE_A75_length_2648_cov_4.241151_BlackFly34	5506	92.15
NODE_A75_length_2845_cov_11.862717_BlackFly59	3020468	30.7
NODE_A75_length_3126_cov_23.114792_BlackFly32	2744808	82.1
NODE_A75_length_3172_cov_6.260743_BlackFly29	553	99.55
NODE_A75_length_3409_cov_47.389256_BlackFly52	2742543	30.5
NODE_A75_length_3453_cov_13.430983_BlackFly27	1076596	37.2
NODE_A75_length_3505_cov_41.815636_BlackFly36	939924	55.3
NODE_A75_length_3508_cov_4.165549_BlackFly12	91915	96.8
NODE_A75_length_3957_cov_207.516495_BlackFly3	2838329	48.8
NODE_A75_length_4305_cov_171.162015_BlackFly16	1035309	37.7
NODE_A75_length_5000_cov_17.505180_BlackFly28	1198136	61.26
NODE_A75_length_6248_cov_46.331389_BlackFly19	2936548	61.2
NODE_A7605_length_572_cov_2.074747_BlackFly57	38018	50.9
NODE_A760_length_820_cov_5.238223_BlackFly21	1193515	64.695
NODE_A7613_length_665_cov_3.268707_BlackFly36	156973	71.3333333333333
NODE_A761_length_527_cov_1.955556_BlackFly4	1	40.2615384615385
NODE_A761_length_820_cov_5.122476_BlackFly21	286	94.1875
NODE_A7620_length_1021_cov_2.539195_BlackFly34	433	83.7384615384615
NODE_A76298_length_512_cov_6.882759_BlackFly34	1622234	62.8
NODE_A764_length_1231_cov_4.289428_BlackFly31	91915	92.9
NODE_A7669_length_809_cov_5.342896_BlackFly23	191	46.8
NODE_A766_length_771_cov_1.603746_BlackFly15	1964541	98.9
NODE_A767_length_873_cov_18.228643_BlackFly_NC_Ludovica_1	1871071	98.9
NODE_A768_length_1415_cov_2.390882_BlackFly39	92395	49.972
NODE_A7694_length_881_cov_1.468905_BlackFly14	470018	64.1333333333333
NODE_A7699_length_737_cov_1.556061_BlackFly19	1544694	99.2
NODE_A769_length_908_cov_3.371841_BlackFly32	91347	82
NODE_A76_length_1609_cov_57.654700_BlackFly7	2315392	65.5
NODE_A76_length_1708_cov_5.329859_BlackFly22	2304034	79.3
NODE_A76_length_1717_cov_5.296951_BlackFly58	1356488	97.8
NODE_A76_length_2122_cov_4.769682_BlackFly4	53335	90.3
NODE_A76_length_2302_cov_16.609888_BlackFly20	38018	93.6
NODE_A76_length_2476_cov_3.694039_BlackFly21	231053	98.9
NODE_A76_length_2576_cov_2.741897_BlackFly5	10988	25.88
NODE_A76_length_2626_cov_9.046293_BlackFly14	2970918	53
NODE_A76_length_2644_cov_6.591352_BlackFly34	2737071	82.4
NODE_A76_length_3122_cov_16.389163_BlackFly32	33074	69.1
NODE_A76_length_3391_cov_7.178636_BlackFly52	543	95.5
NODE_A76_length_3434_cov_47.275544_BlackFly27	2744815	26.9
NODE_A76_length_3467_cov_10.055752_BlackFly36	2890311	68.6333333333333
NODE_A76_length_3504_cov_17.571053_BlackFly12	446692	68.1
NODE_A76_length_3676_cov_25.290636_BlackFly31	1923734	41.8
NODE_A76_length_3952_cov_36.753806_BlackFly3	759389	44
NODE_A76_length_4304_cov_14.836527_BlackFly16	2605270	75.1
NODE_A7704_length_596_cov_4.132948_BlackFly47	2497569	79.8
NODE_A7707_length_570_cov_2.184584_BlackFly57	559173	93.95
NODE_A770_length_1043_cov_9.346791_BlackFly28	2163633	66.9
NODE_A770_length_759_cov_12.467742_BlackFly53	2950858	88.6
NODE_A772_length_898_cov_13.001218_BlackFly12	2559587	41.2
NODE_A7732_length_536_cov_15.411765_BlackFly_NC_2_Jill	2731619	61.7
NODE_A77335_length_510_cov_1.778291_BlackFly34	1913989	57.6
NODE_A773_length_1413_cov_3.723054_BlackFly23	1080237	57.3
NODE_A774_length_1042_cov_12.686010_BlackFly28	2163633	75.5
NODE_A775_length_1530_cov_2.987612_BlackFly14	2742553	57.6
NODE_A775_length_742_cov_3.536842_BlackFly6	909768	64.1416666666666
NODE_A778_length_648_cov_2.397548_BlackFly30	1	92.55
NODE_A779_length_1143_cov_6.533771_BlackFly49	1	39.18
NODE_A77_length_1331_cov_3.150718_BlackFly41	2971326	98.6
NODE_A77_length_1677_cov_105.438125_BlackFly25	2692002	99.4
NODE_A77_length_1711_cov_4.016524_BlackFly58	988801	76.8
NODE_A77_length_1965_cov_14.768008_BlackFly38	1859161	68.5
NODE_A77_length_2018_cov_686.568264_BlackFly53	2010267	41.6
NODE_A77_length_2233_cov_5.254638_BlackFly44	53335	98.8666666666667
NODE_A77_length_2554_cov_5.442067_BlackFly5	2560148	41.6
NODE_A77_length_2620_cov_3.186787_BlackFly14	1043627	63.8
NODE_A77_length_3110_cov_8.824926_BlackFly32	2742544	56.7
NODE_A77_length_3427_cov_41.797313_BlackFly27	2742543	29.5
NODE_A77_length_3452_cov_24.680593_BlackFly36	2832643	32.5
NODE_A77_length_3492_cov_15.612592_BlackFly12	1219382	99.9
NODE_A77_length_3497_cov_4.981579_BlackFly23	28882	48.6
NODE_A77_length_4249_cov_8.379195_BlackFly16	286	96.9307692307692
NODE_A77_length_4846_cov_13.768295_BlackFly28	2948885	67.85
NODE_A781_length_1059_cov_2.244399_BlackFly29	433	49.0083333333333
NODE_A781_length_704_cov_2.023923_BlackFly5	1580	98.8
NODE_A782_length_1211_cov_4.447090_BlackFly31	2742553	58.4
NODE_A782_length_1212_cov_2.394714_BlackFly19	716546	66.9333333333333
NODE_A782_length_838_cov_2.250986_BlackFly42	91915	98.85
NODE_A782_length_936_cov_5.611176_BlackFly16	2067395	76.5
NODE_A7830_length_1015_cov_2.500000_BlackFly34	2613794	48.5
NODE_A783_length_1409_cov_3.030781_BlackFly39	2742553	56.3
NODE_A783_length_837_cov_5.192105_BlackFly42	442	76.2
NODE_A783_length_935_cov_3.438228_BlackFly16	939922	88.0166666666667
NODE_A785_length_1034_cov_8.661442_BlackFly28	2970918	89.3
NODE_A785_length_1476_cov_7.555397_BlackFly3	2692001	86.4
NODE_A78677_length_506_cov_3.004662_BlackFly34	2027243	38.9
NODE_A787_length_926_cov_5.817432_BlackFly38	1859161	76
NODE_A7881_length_851_cov_2.954780_BlackFly39	1	36.392
NODE_A7889_length_1013_cov_4.112179_BlackFly34	469	94.35
NODE_A7891_length_500_cov_3.047281_BlackFly42	2	99.4571428571429
NODE_A78_length_1214_cov_17.800352_BlackFly_NC_Jara_1	2928829	54.7
NODE_A78_length_1925_cov_5.105519_BlackFly46	2742553	53.5
NODE_A78_length_2300_cov_4.003599_BlackFly39	2587581	39.1
NODE_A78_length_2461_cov_5.195050_BlackFly30	2601632	54.4
NODE_A78_length_2470_cov_22.205182_BlackFly21	939922	84.6333333333333
NODE_A78_length_2544_cov_164.712606_BlackFly5	2746275	33.6
NODE_A78_length_2751_cov_3.887435_BlackFly42	2742553	47.3
NODE_A78_length_3104_cov_10.370664_BlackFly32	437329	43.7
NODE_A78_length_3289_cov_6.651930_BlackFly52	607716	26.8
NODE_A78_length_3929_cov_6.656282_BlackFly3	53335	93.7
NODE_A78_length_4233_cov_8.738932_BlackFly16	348097	54.1
NODE_A7906_length_591_cov_1.612840_BlackFly7	2560087	53.375
NODE_A791_length_836_cov_2.851120_BlackFly42	91914	98
NODE_A794_length_641_cov_2.141844_BlackFly30	506	49.75
NODE_A795_length_753_cov_1.526627_BlackFly53	2501050	62.3
NODE_A7967_length_834_cov_1.003963_BlackFly27	53335	94.7
NODE_A796_length_755_cov_2.278761_BlackFly15	2583950	81.5
NODE_A796_length_878_cov_2.141074_BlackFly12	2885972	73.3
NODE_A7973_length_801_cov_3.310773_BlackFly23	2591644	70
NODE_A797_length_1471_cov_1.746772_BlackFly3	2100421	45.9
NODE_A799_length_1118_cov_6.789625_BlackFly49	327108	90.9
NODE_A799_length_1194_cov_3.114593_BlackFly31	2622719	76.05
NODE_A799_length_968_cov_4.572391_BlackFly57	629	53.7916666666667
NODE_A79_length_1593_cov_16.267810_BlackFly9	1923464	42.9
NODE_A79_length_1667_cov_4.283019_BlackFly22	2692018	87.9
NODE_A79_length_1776_cov_12.247204_BlackFly_NC_2_Jill	1965358	98.6
NODE_A79_length_1921_cov_7.001627_BlackFly38	1683712	94.3
NODE_A79_length_2007_cov_804.788601_BlackFly35	2972268	76
NODE_A79_length_2023_cov_6.949640_BlackFly4	2003658	95.8
NODE_A79_length_2199_cov_7.816682_BlackFly44	235434	34.1
NODE_A79_length_2451_cov_28.758635_BlackFly30	286	75.7230769230769
NODE_A79_length_2542_cov_4.105071_BlackFly5	1	42.45
NODE_A79_length_2587_cov_22.183665_BlackFly14	2516432	76.5
NODE_A79_length_2603_cov_5.621140_BlackFly6	2713172	97.4
NODE_A79_length_2624_cov_4.199843_BlackFly34	91943	54.1
NODE_A79_length_2640_cov_7.639485_BlackFly48	2742544	78.2
NODE_A79_length_2744_cov_5.101612_BlackFly42	2	42
NODE_A79_length_3103_cov_15.275611_BlackFly32	2742544	74.4
NODE_A79_length_3403_cov_4.046302_BlackFly36	231053	75.2
NODE_A79_length_3644_cov_9.959350_BlackFly31	231053	52.6
NODE_A79_length_3884_cov_4.215655_BlackFly3	2742553	41.3
NODE_A79_length_4194_cov_43.631285_BlackFly16	469	68.85
NODE_A79_length_4390_cov_5.878739_BlackFly43	941463	66.9
NODE_A7_length_13159_cov_902.398761_BlackFly31	28211	66.3666666666667
NODE_A7_length_13279_cov_182.728223_BlackFly52	1564473	90.5
NODE_A7_length_13444_cov_10.312037_BlackFly59	3020468	58.8
NODE_A7_length_14608_cov_31.628312_BlackFly5	469	57.75
NODE_A7_length_16880_cov_22.938166_BlackFly4	2003658	86.4
NODE_A7_length_20978_cov_49.948998_BlackFly29	2497684	92.7
NODE_A7_length_21236_cov_20.595680_BlackFly15	2608351	97.4
NODE_A7_length_22092_cov_11.176380_BlackFly48	2776772	75.2
NODE_A7_length_22928_cov_39.709291_BlackFly36	2024264	55.3
NODE_A7_length_23060_cov_15.912152_BlackFly43	1903409	96.1
NODE_A7_length_23088_cov_125.071488_BlackFly12	155322	95
NODE_A7_length_24206_cov_14.899250_BlackFly27	1590	98.9
NODE_A7_length_3125_cov_59.871391_BlackFly17	1	33.8
NODE_A7_length_3595_cov_15.140989_BlackFly41	2832643	67.8
NODE_A7_length_37809_cov_24.191588_BlackFly6	2788787	32.4333333333333
NODE_A7_length_40101_cov_138.443234_BlackFly30	53335	93.9
NODE_A7_length_40194_cov_15.979560_BlackFly28	2776772	89.1
NODE_A7_length_40444_cov_113.663983_BlackFly23	2071682	97.9
NODE_A7_length_40653_cov_424.728288_BlackFly3	470934	96.5
NODE_A7_length_4166_cov_61.290291_BlackFly33	2692084	66.1
NODE_A7_length_4504_cov_9.219562_BlackFly11	2832643	92.3
NODE_A7_length_4570_cov_10.134209_BlackFly22	64495	57.4
NODE_A7_length_5620_cov_99.088039_BlackFly38	2689573	55.1
NODE_A7_length_6766_cov_11.461653_BlackFly24	644	93.3
NODE_A7_length_7194_cov_39.179992_BlackFly35	2692084	52.9
NODE_A7_length_8492_cov_31.260131_BlackFly32	2267834	44.6
NODE_A7_length_9026_cov_8.796737_BlackFly44	2758443	87.7
NODE_A7_length_9385_cov_88.724001_BlackFly21	2842566	69.4666666666667
NODE_A7_length_9770_cov_64.107810_BlackFly14	209529	98.3
NODE_A7_length_9962_cov_118.302984_BlackFly53	2030827	33.7
NODE_A800_length_1193_cov_4.243728_BlackFly31	1131292	95.1
NODE_A800_length_943_cov_1.796767_BlackFly47	91914	44.6
NODE_A801_length_1192_cov_3.613453_BlackFly31	66269	95.8
NODE_A801_length_649_cov_2.122378_BlackFly44	59814	98.1
NODE_A804_length_1021_cov_1.372881_BlackFly28	613	97.9181818181818
NODE_A8056_length_504_cov_4.882904_BlackFly32	2911964	89.4
NODE_A80603_length_501_cov_3.240566_BlackFly34	2710881	39.4
NODE_A806_length_1188_cov_11.734473_BlackFly31	2905258	50
NODE_A806_length_830_cov_2.859230_BlackFly42	286	46.3
NODE_A8070_length_830_cov_10.597610_BlackFly27	610244	66.7
NODE_A807_length_1465_cov_10.907781_BlackFly3	2971979	64.6
NODE_A807_length_807_cov_7.235616_BlackFly21	1740644	77.9
NODE_A808_length_1575_cov_5.520027_BlackFly34	38018	93
NODE_A809_length_722_cov_2.035659_BlackFly48	570	99.264
NODE_A80_length_1586_cov_10.159046_BlackFly9	1484158	98.4
NODE_A80_length_1656_cov_3.470551_BlackFly58	1285590	54.8
NODE_A80_length_1921_cov_20.661063_BlackFly46	2794518	35
NODE_A80_length_2210_cov_29.352555_BlackFly20	38018	95.4
NODE_A80_length_2428_cov_9.630795_BlackFly21	10239	62.2333333333333
NODE_A80_length_2514_cov_86.124744_BlackFly5	1608053	54.5
NODE_A80_length_2590_cov_5.260645_BlackFly6	2892345	88.2
NODE_A80_length_3082_cov_93.110150_BlackFly32	2587541	29.7
NODE_A80_length_3093_cov_8.471817_BlackFly29	2099652	70.1
NODE_A80_length_4179_cov_16.443442_BlackFly16	286	91
NODE_A80_length_4504_cov_13.749040_BlackFly28	2776772	86.2
NODE_A80_length_5992_cov_10.132883_BlackFly57	1631	100
NODE_A811_length_1017_cov_1.592553_BlackFly28	543	98.4714285714286
NODE_A811_length_1574_cov_50.465598_BlackFly34	2692001	87.2
NODE_A811_length_749_cov_2.702381_BlackFly53	3022014	70.4
NODE_A811_length_920_cov_3.695136_BlackFly16	2630326	96.2
NODE_A8123_length_596_cov_2.352601_BlackFly29	91914	98.65
NODE_A8149_length_506_cov_4.703963_BlackFly_NC_Ludovica_1	2842333	75.3875
NODE_A8163_length_509_cov_1.826389_BlackFly46	1344963	79.0823529411765
NODE_A816_length_918_cov_4.909631_BlackFly16	2630326	96.7666666666667
NODE_A8173_length_502_cov_3.677647_BlackFly32	570	98.5625
NODE_A81_length_1308_cov_8.538587_BlackFly41	2832643	68.6
NODE_A81_length_1520_cov_5.654886_BlackFly24	2933687	43.1
NODE_A81_length_1580_cov_29.593480_BlackFly7	2689984	77.9
NODE_A81_length_1647_cov_3.560510_BlackFly58	2832643	82.5
NODE_A81_length_1973_cov_5.815401_BlackFly4	549	73
NODE_A81_length_1980_cov_3.946926_BlackFly53	91915	50
NODE_A81_length_2576_cov_9.486194_BlackFly59	1629	84.1
NODE_A81_length_2581_cov_5.297923_BlackFly6	1590	67.9
NODE_A81_length_2614_cov_7.374852_BlackFly34	1915205	67.3
NODE_A81_length_3064_cov_6.460998_BlackFly32	33074	56.1
NODE_A81_length_3255_cov_5.473254_BlackFly52	1134687	99.6
NODE_A81_length_3330_cov_12.833692_BlackFly27	1590	100
NODE_A81_length_3347_cov_10.024465_BlackFly12	2605383	87.5
NODE_A81_length_3538_cov_17.490610_BlackFly15	2742544	75.7
NODE_A81_length_3621_cov_7.628950_BlackFly31	562	90.7
NODE_A81_length_4167_cov_32.190709_BlackFly16	469	92.5
NODE_A81_length_5283_cov_10.174414_BlackFly19	1785988	40
NODE_A81_length_5975_cov_4.739064_BlackFly57	1631	99.75
NODE_A8205_length_783_cov_7.669972_BlackFly3	2559587	52.4
NODE_A820_length_1176_cov_3.647862_BlackFly31	39756	61.4
NODE_A820_length_644_cov_3.021164_BlackFly44	1386	99.6785714285714
NODE_A820_length_977_cov_8.421111_BlackFly_NC_2_Jill	1236	99.624
NODE_A8217_length_1004_cov_2.852211_BlackFly34	2597805	41.9
NODE_A821_length_1088_cov_3.694362_BlackFly49	2100421	55.15
NODE_A821_length_918_cov_6.423306_BlackFly38	570	91.9
NODE_A823_length_632_cov_2.828829_BlackFly30	91347	98.7916666666666
NODE_A8251_length_561_cov_1.712810_BlackFly57	2935017	84.4
NODE_A825_length_1457_cov_5.738406_BlackFly3	2806549	65.1
NODE_A825_length_746_cov_1.899851_BlackFly53	657016	99.1
NODE_A8260_length_593_cov_2.755814_BlackFly29	53335	95.6
NODE_A826_length_1194_cov_2.547896_BlackFly19	2742553	30.7
NODE_A827_length_1170_cov_19.568161_BlackFly31	442	75.7
NODE_A8284_length_781_cov_3.900568_BlackFly3	2575324	65.9
NODE_A828_length_1001_cov_2.297619_BlackFly28	2788787	35.4
NODE_A8295_length_1001_cov_5.358225_BlackFly34	1590	97.7
NODE_A82_length_1051_cov_1.725873_BlackFly40	2744817	42.1
NODE_A82_length_1911_cov_5.799891_BlackFly38	2689124	73.4
NODE_A82_length_1958_cov_3.254652_BlackFly4	1590	99.5333333333333
NODE_A82_length_2164_cov_9.410637_BlackFly20	2832643	97.1
NODE_A82_length_2566_cov_6.905183_BlackFly6	1035309	35.3
NODE_A82_length_2592_cov_5.765805_BlackFly48	53335	99.7333333333333
NODE_A82_length_2646_cov_351.216037_BlackFly42	939922	72.05
NODE_A82_length_3076_cov_30.490163_BlackFly29	2744808	83.6
NODE_A82_length_3267_cov_24.075235_BlackFly36	2731619	33.1
NODE_A82_length_3318_cov_277.593335_BlackFly27	1755782	65.6
NODE_A82_length_3820_cov_6.604595_BlackFly3	39756	59.45
NODE_A82_length_4148_cov_9.556129_BlackFly16	2660694	47.5
NODE_A82_length_5225_cov_7.342075_BlackFly19	220990	45.8
NODE_A830_length_1168_cov_3.959670_BlackFly31	1590	99.6125
NODE_A830_length_505_cov_1.542056_BlackFly4	59814	96.7
NODE_A8318_length_507_cov_22.460465_BlackFly_NC_1_Jill	325217	73.8
NODE_A831_length_1167_cov_7.839450_BlackFly31	2585030	33.2
NODE_A832_length_741_cov_3.420181_BlackFly15	286	42.6666666666667
NODE_A832_length_886_cov_2.038319_BlackFly59	1620	85.4
NODE_A8332_length_500_cov_5.004728_BlackFly24	614	100
NODE_A834_length_628_cov_5.297641_BlackFly30	2003658	92.8
NODE_A8359_length_525_cov_12.517857_BlackFly_NC_2_Jill	2171749	75
NODE_A835_length_1043_cov_2.370600_BlackFly29	2689573	64.6
NODE_A835_length_1165_cov_2.470588_BlackFly31	2648722	73
NODE_A835_length_628_cov_2.867514_BlackFly30	286	67.06
NODE_A835_length_740_cov_1.508296_BlackFly15	237610	91.1
NODE_A836_length_628_cov_2.607985_BlackFly30	33074	49.5
NODE_A8378_length_553_cov_5.132353_BlackFly41	450367	55.9
NODE_A8379_length_507_cov_1.302326_BlackFly_NC_1_Jill	1898112	56.5
NODE_A83_length_1636_cov_4.406030_BlackFly58	523909	50.6
NODE_A83_length_1875_cov_4.507786_BlackFly46	2737076	82.5
NODE_A83_length_1978_cov_3.914782_BlackFly35	2838329	48.85
NODE_A83_length_2337_cov_3.257965_BlackFly30	91347	97.0909090909091
NODE_A83_length_2400_cov_5.247955_BlackFly21	2732917	60.1
NODE_A83_length_2482_cov_3.816216_BlackFly5	2788787	45.8666666666667
NODE_A83_length_2575_cov_4.762210_BlackFly48	573	99.2
NODE_A83_length_2596_cov_5.693132_BlackFly42	91914	67.2
NODE_A83_length_3264_cov_59.004079_BlackFly36	2742544	52.6
NODE_A83_length_3331_cov_12.324831_BlackFly12	657016	78.9
NODE_A83_length_3614_cov_175.918858_BlackFly31	2559587	42.8
NODE_A83_length_3811_cov_16.766470_BlackFly3	441	66.85
NODE_A83_length_4134_cov_13.418536_BlackFly16	593105	98.4
NODE_A83_length_4216_cov_7.885963_BlackFly43	1955172	34.4
NODE_A83_length_5126_cov_17.581501_BlackFly19	2648722	70.8
NODE_A8407_length_525_cov_2.950893_BlackFly_NC_2_Jill	1915382	97.2
NODE_A841_length_1234_cov_2.052723_BlackFly43	2893171	94
NODE_A8429_length_822_cov_3.410738_BlackFly27	2501057	63.2
NODE_A842_length_500_cov_1.139480_BlackFly4	33964	97.4
NODE_A842_length_639_cov_4.645907_BlackFly44	10239	55.1909090909091
NODE_A8451_length_589_cov_1.875000_BlackFly29	286	97.9666666666667
NODE_A8452_length_501_cov_2.726415_BlackFly_NC_Ludovica_1	2341112	53.9
NODE_A8466_length_734_cov_3.334855_BlackFly45	222	85.2
NODE_A8476_length_505_cov_9.936916_BlackFly_NC_1_Jill	237	92.74
NODE_A8478_length_633_cov_1.776978_BlackFly43	1930536	90.9
NODE_A847_length_1372_cov_2.587645_BlackFly27	2932873	44
NODE_A8489_length_821_cov_1.793011_BlackFly27	469	81.3666666666667
NODE_A849_length_1371_cov_6.234158_BlackFly27	29385	99.65
NODE_A84_length_1626_cov_64.127824_BlackFly22	2809420	79.4
NODE_A84_length_1632_cov_2.702251_BlackFly58	3020468	42.7
NODE_A84_length_1907_cov_3.919672_BlackFly4	1123227	62
NODE_A84_length_1948_cov_2.833244_BlackFly53	91915	97.5
NODE_A84_length_2462_cov_4.327883_BlackFly5	2006684	41.3
NODE_A84_length_3212_cov_61.406061_BlackFly27	2744804	38.7
NODE_A84_length_3217_cov_24.516242_BlackFly52	2682568	28.7
NODE_A84_length_3243_cov_117.787429_BlackFly36	2742544	58
NODE_A84_length_4130_cov_13.099433_BlackFly16	469	82.1333333333333
NODE_A84_length_4207_cov_6.246731_BlackFly43	2648722	68.05
NODE_A84_length_4987_cov_19.971690_BlackFly19	33074	84.5
NODE_A851_length_1043_cov_10.095238_BlackFly49	2731619	45.9666666666667
NODE_A852_length_902_cov_2.301818_BlackFly16	108980	85.3
NODE_A8533_length_773_cov_4.247126_BlackFly3	86661	98.7130434782609
NODE_A853_length_1385_cov_1.821101_BlackFly23	2630326	88.2
NODE_A855_length_1141_cov_423.084586_BlackFly31	2689127	80.4
NODE_A856_length_972_cov_2.804469_BlackFly28	1843371	83.5
NODE_A8588_length_555_cov_2.589958_BlackFly57	2020870	45.6
NODE_A85_length_1628_cov_2.499033_BlackFly58	3020468	27.3
NODE_A85_length_1850_cov_33.851664_BlackFly46	2737085	92.6
NODE_A85_length_2120_cov_14.330396_BlackFly20	2832643	95.6
NODE_A85_length_2313_cov_4.340340_BlackFly30	553	97.9
NODE_A85_length_2532_cov_3.972301_BlackFly14	2759	79.4380952380952
NODE_A85_length_2533_cov_33.244707_BlackFly48	2978220	74.5
NODE_A85_length_3025_cov_1251.188602_BlackFly32	2979639	67.4
NODE_A85_length_3048_cov_6.796701_BlackFly29	10239	62.05
NODE_A85_length_3467_cov_4.615634_BlackFly15	543	94.7
NODE_A85_length_3603_cov_12.497448_BlackFly31	610245	91.3
NODE_A85_length_4119_cov_7.405987_BlackFly16	1	50
NODE_A85_length_4175_cov_4.440947_BlackFly43	91915	84
NODE_A85_length_857_cov_4.596154_BlackFly33	2984322	94.7
NODE_A8620_length_503_cov_2.323944_BlackFly46	38018	100
NODE_A8626_length_550_cov_3.412262_BlackFly41	1167691	77.5
NODE_A8629_length_783_cov_1.865439_BlackFly23	553	96.8
NODE_A862_length_1134_cov_6.733207_BlackFly31	2644261	72.4
NODE_A863_length_1366_cov_3.047324_BlackFly27	1955172	56.6
NODE_A864_length_1032_cov_4.459686_BlackFly49	2788787	52.9
NODE_A864_length_1133_cov_3.710227_BlackFly31	2024840	46.6
NODE_A8653_length_817_cov_6.891892_BlackFly27	11012	99
NODE_A8690_length_520_cov_7.367946_BlackFly_NC_2_Jill	1063	48.2
NODE_A869_length_895_cov_1.988998_BlackFly16	1	43.15
NODE_A86_length_1534_cov_4.397392_BlackFly7	53335	93.45
NODE_A86_length_1542_cov_3.375427_BlackFly9	2283026	92.2
NODE_A86_length_1752_cov_7.678806_BlackFly_NC_2_Jill	228277	76.1
