	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_A701_length_780_cov_2.007112_BlackFly53	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A702_length_1103_cov_3.643275_BlackFly28	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Aspergillus fumigatus polymycovirus 1
NODE_A702_length_687_cov_2.988525_BlackFly35	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	Petsuvirus pEtSU
NODE_A704_length_978_cov_5.491676_BlackFly11	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A7053_length_726_cov_3.178737_BlackFly25	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus cryphonectriae
NODE_A7057_length_514_cov_1.354691_BlackFly42	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A705_length_783_cov_2.529745_BlackFly6	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Obolenskvirus	unclassified
NODE_A7072_length_621_cov_1.551471_BlackFly29	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A70831_length_528_cov_3.427938_BlackFly34	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Hypovirus	Apis hypovirus 3
NODE_A7083_length_819_cov_2.706199_BlackFly3	Viruses	unclassified	Naldaviricetes	Lefavirales	Baculoviridae	Alphabaculovirus	unclassified
NODE_A708_length_1089_cov_11.811265_BlackFly29	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Plasmopara viticola lesion associated polymycovirus 5
NODE_A7098_length_526_cov_5.821826_BlackFly_NC_Ludovica_1	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A709_length_1089_cov_2.608696_BlackFly29	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Sclerotimonavirus	Sclerotimonavirus alphaplasmoparae
NODE_A709_length_1448_cov_5.192560_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Rosemountvirus	Escherichia phage vB_EcoM_fHy-Eco03
NODE_A709_length_1565_cov_10.115591_BlackFly14	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	unclassified
NODE_A709_length_677_cov_1.803333_BlackFly30	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A70_length_1325_cov_8.753205_BlackFly13	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A70_length_2082_cov_20.523691_BlackFly53	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Penicillum brevicompactum polymycovirus 1
NODE_A70_length_2691_cov_6.402831_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A70_length_3226_cov_61.809781_BlackFly32	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Almendravirus	Almendravirus balsa
NODE_A70_length_3253_cov_34.394521_BlackFly29	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A7113_length_825_cov_3.628342_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A7114_length_521_cov_2.288288_BlackFly32	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	unclassified	unclassified
NODE_A7114_length_581_cov_4.640873_BlackFly57	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A713_length_685_cov_1.291118_BlackFly35	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	Erwinia phage AH04
NODE_A713_length_963_cov_9.428894_BlackFly47	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A7145_length_1035_cov_5.912317_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Plasmopara viticola lesion associated polymycovirus 3
NODE_A7149_length_899_cov_81.272506_BlackFly14	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A7163_length_823_cov_5.323056_BlackFly23	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A71737_length_525_cov_5.151786_BlackFly34	Viruses	Lenarviricota	Leviviricetes	Norzivirales	Fiersviridae	unclassified	Leviviridae sp.
NODE_A7176_length_823_cov_3.707775_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Qingdaovirus	Qingdaovirus J21
NODE_A717_length_940_cov_3.457706_BlackFly12	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Colletotrichum associated partitivirus 1
NODE_A7181_length_523_cov_4.385650_BlackFly46	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	unclassified	Sacri virus
NODE_A7183_length_525_cov_3.073661_BlackFly_NC_Ludovica_1	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Sogatella furcifera totivirus 1
NODE_A718_length_801_cov_1.951657_BlackFly15	Viruses	unclassified	unclassified	unclassified	unclassified	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A719_length_1233_cov_10.030277_BlackFly49	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Hubei permutotetra-like virus 6
NODE_A71_length_2074_cov_3.965448_BlackFly53	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified	Microviridae sp.
NODE_A71_length_2169_cov_9.959847_BlackFly35	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Soybean thrips jiivi-like virus 1
NODE_A71_length_2541_cov_135.431006_BlackFly21	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus foxyspori
NODE_A71_length_2745_cov_5.967766_BlackFly6	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus neofusicocci
NODE_A71_length_2865_cov_5.380918_BlackFly48	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	unclassified	Xinjiang mymona-like virus 2
NODE_A71_length_4709_cov_14.350820_BlackFly43	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Muscodensovirus	Dipteran muscodensovirus 1
NODE_A71_length_6706_cov_8.181626_BlackFly19	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A7216_length_822_cov_3.009396_BlackFly23	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	unclassified	unclassified	Martellivirales sp.
NODE_A7219_length_548_cov_7.401274_BlackFly_NC_2_Jill	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A721_length_773_cov_1.630747_BlackFly53	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	unclassified	Erwinia phage Zoomie
NODE_A7229_length_853_cov_1.559278_BlackFly27	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A722_length_548_cov_2.214437_BlackFly20	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A722_length_673_cov_3.456376_BlackFly30	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Setosphaeria turcica polymycovirus 2
NODE_A722_length_723_cov_2.184211_BlackFly5	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Macrophomina phaseolina chrysovirus 2
NODE_A722_length_762_cov_1.916788_BlackFly48	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Erysiphe necator associated totivirus 7
NODE_A725_length_672_cov_1.205042_BlackFly30	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Totiviridae sp.
NODE_A725_length_816_cov_3.055480_BlackFly46	Viruses	unclassified	unclassified	unclassified	Anelloviridae	Gyrovirus	Pigeon gyrovirus
NODE_A7267_length_813_cov_1.688859_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A726_length_1077_cov_2.676000_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A7273_length_1031_cov_5.936059_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated non-segmented virus 1
NODE_A7279_length_663_cov_2.482935_BlackFly43	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A727_length_1216_cov_8.979807_BlackFly49	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A727_length_1608_cov_38.609406_BlackFly34	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Curvulaviridae	Orthocurvulavirus	Trichoderma harzianum orthocurvulavirus 1
NODE_A727_length_932_cov_5.052632_BlackFly12	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Alcyoneusvirus	Alcyoneusvirus RaK2
NODE_A728_length_679_cov_1.739203_BlackFly35	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	Petsuvirus pEtSU
NODE_A7296_length_546_cov_10.554371_BlackFly_NC_2_Jill	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Jamesmcgillvirus	unclassified
NODE_A729_length_1261_cov_2.750845_BlackFly31	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Discoviridae	Orthodiscovirus	Orthodiscovirus iberiae
NODE_A72_length_1268_cov_2.916877_BlackFly13	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A72_length_1629_cov_14.746134_BlackFly18	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A72_length_1741_cov_3.585938_BlackFly58	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	Musca hytrosavirus
NODE_A72_length_1763_cov_1.722420_BlackFly22	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A72_length_2384_cov_5.086259_BlackFly39	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	unclassified	unclassified	Leptosphaerulina chartarum flexivirus 1
NODE_A72_length_2502_cov_45.657732_BlackFly21	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Botrytis cinerea victorivirus 1
NODE_A72_length_2660_cov_7.032520_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Hungariovirus	Hungariovirus C1302
NODE_A72_length_3480_cov_5.864825_BlackFly52	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	unclassified	Plant associated virga-like virus 1
NODE_A72_length_3612_cov_59.415559_BlackFly36	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A72_length_4100_cov_5.592344_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A7301_length_820_cov_1.952894_BlackFly23	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A7302_length_812_cov_1.365986_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Haiju virus
NODE_A7317_length_546_cov_3.010661_BlackFly_NC_2_Jill	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Thermobifida phage P1312
NODE_A731_length_678_cov_4.317804_BlackFly35	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Aeromonas phage CF8
NODE_A7340_length_522_cov_4.370787_BlackFly_NC_Ludovica_1	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	unclassified	Sphaerotilus phage vB_SnaP-R1
NODE_A7350_length_522_cov_3.168539_BlackFly_NC_Ludovica_1	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Polybotosvirus	Polybotosvirus Atuph07
NODE_A7352_length_509_cov_1.893519_BlackFly42	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A7357_length_866_cov_1.703422_BlackFly39	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	unclassified	unclassified	Picornavirales sp.
NODE_A735_length_516_cov_1.505695_BlackFly33	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	unclassified	unclassified	unclassified
NODE_A735_length_765_cov_1.920058_BlackFly6	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A735_length_922_cov_5.274556_BlackFly32	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Setosphaeria turcica polymycovirus 1
NODE_A7372_length_817_cov_3.828378_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Loughboroughvirus	Rosemountvirus ZCSE2
NODE_A7381_length_809_cov_3.856557_BlackFly3	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	unclassified	Nilaparvata lugens endogenous nudivirus
NODE_A7389_length_809_cov_2.396175_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	unclassified
NODE_A739_length_933_cov_5.261682_BlackFly26	Viruses	Preplasmiviricota	Polintoviricetes	Orthopolintovirales	Adintoviridae	unclassified	Drosophila-associated adintovirus 2
NODE_A73_length_1617_cov_5.481169_BlackFly11	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A73_length_1739_cov_216.722623_BlackFly58	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 1
NODE_A73_length_2049_cov_2.872211_BlackFly53	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	unclassified	Soybean thrips dicistrovirus 2
NODE_A73_length_2147_cov_7.260870_BlackFly35	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A73_length_3582_cov_43.001141_BlackFly36	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A73_length_3649_cov_4.457447_BlackFly15	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Acidovorax phage ACPWH
NODE_A73_length_6342_cov_41.704709_BlackFly19	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Botrytis cinerea negative-stranded RNA virus 6
NODE_A7413_length_583_cov_2.100791_BlackFly58	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A7425_length_515_cov_3.454338_BlackFly32	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Plasmopara viticola lesion associated bipartite mycovirus 1
NODE_A742_length_1073_cov_2.592369_BlackFly29	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Alphahypovirus	Alphahypovirus alternariae
NODE_A742_length_545_cov_1.089744_BlackFly20	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Weevil wasp positive-strand RNA virus 2
NODE_A742_length_664_cov_2.444634_BlackFly30	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A742_length_677_cov_2.306667_BlackFly35	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A7437_length_669_cov_2.842905_BlackFly36	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	unclassified
NODE_A743_length_1192_cov_2.530045_BlackFly49	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Plasmopara viticola lesion associated polymycovirus 3
NODE_A743_length_924_cov_2.081464_BlackFly12	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A7445_length_669_cov_2.329392_BlackFly36	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	unclassified	Giant panda Iflaviridae
NODE_A7447_length_507_cov_3.988372_BlackFly42	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A745_length_968_cov_2.564534_BlackFly11	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	Alphanudivirus	unclassified
NODE_A746_length_1498_cov_4.694581_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Riboviria sp.
NODE_A7474_length_610_cov_3.288931_BlackFly29	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A7477_length_806_cov_1.917695_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Dermatophagoides pteronyssinus virus 6
NODE_A747_length_1243_cov_8.493139_BlackFly31	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A748_length_916_cov_2.523242_BlackFly32	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A7496_length_1025_cov_3.441983_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Obolenskvirus	unclassified
NODE_A74_length_1740_cov_5.251353_BlackFly9	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Feofaniavirus	Feofaniavirus Eho49
NODE_A74_length_2136_cov_7.474502_BlackFly35	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Poaceae Liege alphachrysovirus 3
NODE_A74_length_2324_cov_5.697374_BlackFly20	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Alcyoneusvirus	Alcyoneusvirus RaK2
NODE_A74_length_2488_cov_4.531315_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Cronosvirus	Cronosvirus DevCD23823
NODE_A74_length_2655_cov_9.629170_BlackFly6	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A74_length_2658_cov_4.997288_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wenling picorna-like virus 9
NODE_A74_length_3190_cov_19.028269_BlackFly29	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A74_length_3440_cov_50.762117_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A74_length_3980_cov_55.695875_BlackFly3	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	unclassified	unclassified	Martellivirales sp.
NODE_A7524_length_813_cov_2.995924_BlackFly23	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Tonghua Totiv tick virus 1
NODE_A7529_length_581_cov_2.716270_BlackFly58	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	Musca hytrosavirus
NODE_A752_length_778_cov_1.503566_BlackFly15	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A7530_length_813_cov_2.614130_BlackFly23	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated negative-stranded RNA virus 4
NODE_A7533_length_667_cov_2.815254_BlackFly36	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	unclassified	unclassified	unclassified
NODE_A7536_length_506_cov_1.706294_BlackFly42	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus isariae
NODE_A7536_length_523_cov_5.668161_BlackFly_NC_1_Jill	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Yokohamavirus	Yokohamavirus PEi21
NODE_A753_length_1068_cov_3.153380_BlackFly29	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Alphahypovirus	Alphahypovirus alternariae
NODE_A753_length_1406_cov_4.597442_BlackFly27	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Colletotrichum gloeosporioides polymycovirus virus 1
NODE_A7541_length_804_cov_2.931224_BlackFly3	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	unclassified	unclassified	Xiangshan picorna-like virus 1
NODE_A7545_length_506_cov_1.426573_BlackFly42	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A754_length_762_cov_2.112409_BlackFly53	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	unclassified
NODE_A7558_length_573_cov_1.354839_BlackFly57	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A755_length_660_cov_1.639794_BlackFly30	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	unclassified	unclassified
NODE_A755_length_781_cov_2.482955_BlackFly9	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Stubburvirus	Stubburvirus LKA1
NODE_A755_length_822_cov_2.354362_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Friunavirus	unclassified
NODE_A7567_length_517_cov_6.279545_BlackFly_NC_Ludovica_1	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Jamesmcgillvirus	unclassified
NODE_A756_length_1053_cov_2.394467_BlackFly28	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A756_length_541_cov_1.883621_BlackFly20	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A7583_length_517_cov_2.670455_BlackFly46	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A758_length_1238_cov_4.305771_BlackFly31	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A75904_length_513_cov_8.550459_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A759_length_1148_cov_4.226891_BlackFly36	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A759_length_774_cov_4.921090_BlackFly15	Viruses	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	unclassified	Tombusviridae sp.
NODE_A75_length_1615_cov_9.231469_BlackFly18	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A75_length_1949_cov_10.237714_BlackFly46	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated bipartite virus 1
NODE_A75_length_2088_cov_7.258081_BlackFly35	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Setosphaeria turcica polymycovirus 1
NODE_A75_length_2845_cov_11.862717_BlackFly59	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A75_length_3126_cov_23.114792_BlackFly32	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	unclassified	Erysiphe necator associated chryso-like virus 2
NODE_A75_length_3409_cov_47.389256_BlackFly52	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A75_length_3505_cov_41.815636_BlackFly36	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Tolypocladium cylindrosporum virus 2
NODE_A75_length_3957_cov_207.516495_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae mymonavirus 1
NODE_A75_length_5000_cov_17.505180_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	unclassified	unclassified
NODE_A75_length_6248_cov_46.331389_BlackFly19	Viruses	Duplornaviricota	Vidaverviricetes	Mindivirales	Cystoviridae	Cystovirus	Red mite associated cystovirus
NODE_A7605_length_505_cov_1.775701_BlackFly42	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A7605_length_572_cov_2.074747_BlackFly57	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A76263_length_513_cov_1.027523_BlackFly34	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Rodent bocaparvovirus 2
NODE_A76298_length_512_cov_6.882759_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	Zobellviridae	Citrovirus	Citrovirus coptotermitis
NODE_A763_length_526_cov_1.830735_BlackFly4	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A7644_length_520_cov_1.546275_BlackFly22	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A7644_length_801_cov_3.417127_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Otagovirus	unclassified
NODE_A7646_length_801_cov_3.187845_BlackFly3	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Chrysovirus sp.
NODE_A765_length_820_cov_2.527591_BlackFly52	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A7671_length_809_cov_5.065574_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Rosemountvirus	Escherichia phage vB_EcoM_fHy-Eco03
NODE_A767_length_903_cov_2.110169_BlackFly12	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A767_length_937_cov_3.520930_BlackFly7	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 2
NODE_A7685_length_800_cov_3.190871_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A768_length_1415_cov_2.390882_BlackFly39	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Triatovirus	Black queen cell virus
NODE_A768_length_948_cov_2.256028_BlackFly16	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Tonghua Totiv tick virus 1
NODE_A7695_length_800_cov_2.572614_BlackFly3	Viruses	Cressdnaviricota	unclassified	unclassified	unclassified	unclassified	CRESS virus sp.
NODE_A7696_length_782_cov_3.615603_BlackFly8	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Ledantevirus	Longquan Niviventer coninga ledantevirus 1
NODE_A769_length_739_cov_12.771903_BlackFly48	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Roskildevirus cronus
NODE_A76_length_1609_cov_57.654700_BlackFly7	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Curvulaviridae	Orthocurvulavirus	Trichoderma harzianum orthocurvulavirus 1
