	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_A648_length_1482_cov_4.039858_BlackFly23	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	Gammaflexiviridae	Gammaflexivirus	Gammaflexivirus PaGFV-1
NODE_A64_length_1912_cov_41.437057_BlackFly22	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated bipartite virus 1
NODE_A64_length_2082_cov_7.961097_BlackFly46	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Grapevine chrysovirus
NODE_A64_length_2667_cov_4.176448_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A64_length_2801_cov_7.082599_BlackFly5	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A64_length_3132_cov_8.508020_BlackFly48	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Roskildevirus cronus
NODE_A656_length_1010_cov_3.210075_BlackFly12	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A656_length_1172_cov_4.136073_BlackFly28	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A658_length_1008_cov_2.777658_BlackFly12	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A65_length_2205_cov_5.414944_BlackFly53	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A65_length_2603_cov_17.936659_BlackFly21	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Hypovirus	Fusarium concentricum hypovirus 1
NODE_A65_length_2997_cov_28.823973_BlackFly30	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A65_length_3612_cov_4.449788_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A65_length_4023_cov_72.985555_BlackFly15	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A65_length_5008_cov_8.229568_BlackFly16	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	unclassified	SI bee virus 1
NODE_A6613_length_1053_cov_5.599385_BlackFly34	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A662_length_1015_cov_3.479744_BlackFly16	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Macrophomina phaseolina partitivirus 2
NODE_A663_length_1158_cov_2.517114_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Burkholderia phage FLC9
NODE_A668_length_1474_cov_7.531138_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A66_length_1344_cov_1.786898_BlackFly13	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus verticillii
NODE_A66_length_1813_cov_7.232719_BlackFly58	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A66_length_2602_cov_6.527921_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Cronosvirus	Cronobacter phage EspYZU13
NODE_A66_length_2730_cov_226.715040_BlackFly34	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Botrytis cinerea victorivirus 1
NODE_A66_length_2773_cov_3.257418_BlackFly5	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus epsilonplasmoparae
NODE_A66_length_2963_cov_8.129245_BlackFly30	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Poaceae Liege alphachrysovirus 1
NODE_A66_length_3178_cov_18.596259_BlackFly59	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A66_length_3651_cov_5.445439_BlackFly27	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Grapevine associated chrysovirus-2
NODE_A66_length_3934_cov_64.378533_BlackFly36	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae mymonavirus 1
NODE_A66_length_5689_cov_11.018532_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Erwinia phage FBB1
NODE_A671_length_1453_cov_3.140262_BlackFly39	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A676_length_1537_cov_4.605479_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A678_length_1624_cov_32.673562_BlackFly34	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Plasmopara viticola lesion associated Partitivirus 3
NODE_A67_length_1568_cov_6.042924_BlackFly47	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Plasmopara viticola lesion associated Partitivirus 1
NODE_A67_length_1809_cov_5.094111_BlackFly58	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A67_length_1883_cov_4.517719_BlackFly10	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A67_length_2183_cov_4.768756_BlackFly53	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	unclassified	unclassified
NODE_A67_length_2499_cov_4.746078_BlackFly20	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A67_length_2817_cov_3.709124_BlackFly6	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Tonghua Totiv tick virus 1
NODE_A67_length_2946_cov_10.976298_BlackFly30	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	unclassified
NODE_A67_length_3118_cov_3.385400_BlackFly42	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A67_length_3608_cov_32.462475_BlackFly27	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	unclassified	unclassified
NODE_A67_length_4943_cov_7.455405_BlackFly43	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A67_length_5001_cov_5.366572_BlackFly16	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Pettyvirus	Pettyvirus petty
NODE_A680_length_1026_cov_2.429926_BlackFly57	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	unclassified
NODE_A683_length_1001_cov_7.964286_BlackFly16	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Acinetobacter phage vB_AbaM_B9
NODE_A684_length_1126_cov_5.015253_BlackFly28	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A6868_length_1044_cov_4.401241_BlackFly34	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	unclassified
NODE_A68_length_1644_cov_12.787492_BlackFly18	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A68_length_1706_cov_2.337630_BlackFly7	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A68_length_1800_cov_6.702844_BlackFly58	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A68_length_2020_cov_8.938755_BlackFly38	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Yokohamavirus	unclassified
NODE_A68_length_2037_cov_8.489796_BlackFly46	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated negative-stranded RNA virus 9
NODE_A68_length_2592_cov_119.728827_BlackFly21	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus foxyspori
NODE_A68_length_2929_cov_9.221248_BlackFly48	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified	Tarsiger cyanurus parvoviridae sp.
NODE_A68_length_3987_cov_5.972634_BlackFly31	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Totiviridae sp.
NODE_A68_length_4220_cov_8.471639_BlackFly3	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	Alphanudivirus	Drosophila melanogaster nudivirus A
NODE_A692_length_1527_cov_2.592414_BlackFly3	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	unclassified	unclassified	High Island virus
NODE_A6938_length_1042_cov_3.617617_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A696_length_1268_cov_8.043661_BlackFly49	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A69_length_1697_cov_4.243827_BlackFly7	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A69_length_2010_cov_14.809622_BlackFly38	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Setosphaeria turcica polymycovirus 1
NODE_A69_length_2445_cov_7.299831_BlackFly20	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A69_length_2663_cov_6.286156_BlackFly5	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Grapevine chrysovirus
NODE_A69_length_3288_cov_21.030209_BlackFly29	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Tolypocladium cylindrosporum virus 2
NODE_A6_length_17759_cov_626.034046_BlackFly9	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Yersinia phage YerA41
NODE_A6_length_1989_cov_60.015167_BlackFly_NC_Jara_2	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A6_length_23461_cov_12.066285_BlackFly48	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Roskildevirus cronus
NODE_A6_length_28692_cov_38.722977_BlackFly36	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A6_length_3678_cov_5.882533_BlackFly41	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A6_length_38378_cov_108.675387_BlackFly6	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A6_length_41076_cov_63.664138_BlackFly30	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A6_length_42048_cov_526.288676_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A6_length_4267_cov_174.797852_BlackFly33	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	unclassified	Plasmopara viticola lesion associated dicistro-like virus 1
NODE_A6_length_5246_cov_6.771909_BlackFly46	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A6_length_5292_cov_12.897411_BlackFly18	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A702_length_1103_cov_3.643275_BlackFly28	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Aspergillus fumigatus polymycovirus 1
NODE_A708_length_1089_cov_11.811265_BlackFly29	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Plasmopara viticola lesion associated polymycovirus 5
NODE_A709_length_1089_cov_2.608696_BlackFly29	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Sclerotimonavirus	Sclerotimonavirus alphaplasmoparae
NODE_A709_length_1448_cov_5.192560_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Rosemountvirus	Escherichia phage vB_EcoM_fHy-Eco03
NODE_A709_length_1565_cov_10.115591_BlackFly14	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	unclassified
NODE_A70_length_1325_cov_8.753205_BlackFly13	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A70_length_2082_cov_20.523691_BlackFly53	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Penicillum brevicompactum polymycovirus 1
NODE_A70_length_2691_cov_6.402831_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A70_length_3226_cov_61.809781_BlackFly32	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Almendravirus	Almendravirus balsa
NODE_A70_length_3253_cov_34.394521_BlackFly29	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A7145_length_1035_cov_5.912317_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Plasmopara viticola lesion associated polymycovirus 3
NODE_A719_length_1233_cov_10.030277_BlackFly49	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Hubei permutotetra-like virus 6
NODE_A71_length_2074_cov_3.965448_BlackFly53	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified	Microviridae sp.
NODE_A71_length_2169_cov_9.959847_BlackFly35	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Soybean thrips jiivi-like virus 1
NODE_A71_length_2541_cov_135.431006_BlackFly21	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus foxyspori
NODE_A71_length_2745_cov_5.967766_BlackFly6	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus neofusicocci
NODE_A71_length_2865_cov_5.380918_BlackFly48	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	unclassified	Xinjiang mymona-like virus 2
NODE_A71_length_4709_cov_14.350820_BlackFly43	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Muscodensovirus	Dipteran muscodensovirus 1
NODE_A71_length_6706_cov_8.181626_BlackFly19	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A726_length_1077_cov_2.676000_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A7273_length_1031_cov_5.936059_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated non-segmented virus 1
NODE_A727_length_1216_cov_8.979807_BlackFly49	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A727_length_1608_cov_38.609406_BlackFly34	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Curvulaviridae	Orthocurvulavirus	Trichoderma harzianum orthocurvulavirus 1
NODE_A729_length_1261_cov_2.750845_BlackFly31	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Discoviridae	Orthodiscovirus	Orthodiscovirus iberiae
NODE_A72_length_1268_cov_2.916877_BlackFly13	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A72_length_1629_cov_14.746134_BlackFly18	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A72_length_1741_cov_3.585938_BlackFly58	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	Musca hytrosavirus
NODE_A72_length_1763_cov_1.722420_BlackFly22	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A72_length_2384_cov_5.086259_BlackFly39	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	unclassified	unclassified	Leptosphaerulina chartarum flexivirus 1
NODE_A72_length_2502_cov_45.657732_BlackFly21	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Botrytis cinerea victorivirus 1
NODE_A72_length_2660_cov_7.032520_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Hungariovirus	Hungariovirus C1302
NODE_A72_length_3480_cov_5.864825_BlackFly52	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	unclassified	Plant associated virga-like virus 1
NODE_A72_length_3612_cov_59.415559_BlackFly36	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A72_length_4100_cov_5.592344_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A73_length_1617_cov_5.481169_BlackFly11	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A73_length_1739_cov_216.722623_BlackFly58	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 1
NODE_A73_length_2049_cov_2.872211_BlackFly53	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	unclassified	Soybean thrips dicistrovirus 2
NODE_A73_length_2147_cov_7.260870_BlackFly35	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A73_length_3582_cov_43.001141_BlackFly36	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A73_length_3649_cov_4.457447_BlackFly15	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Acidovorax phage ACPWH
NODE_A73_length_6342_cov_41.704709_BlackFly19	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Botrytis cinerea negative-stranded RNA virus 6
NODE_A742_length_1073_cov_2.592369_BlackFly29	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Alphahypovirus	Alphahypovirus alternariae
NODE_A743_length_1192_cov_2.530045_BlackFly49	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Plasmopara viticola lesion associated polymycovirus 3
NODE_A746_length_1498_cov_4.694581_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Riboviria sp.
NODE_A747_length_1243_cov_8.493139_BlackFly31	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A7496_length_1025_cov_3.441983_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Obolenskvirus	unclassified
NODE_A74_length_1740_cov_5.251353_BlackFly9	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Feofaniavirus	Feofaniavirus Eho49
NODE_A74_length_2136_cov_7.474502_BlackFly35	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Poaceae Liege alphachrysovirus 3
NODE_A74_length_2324_cov_5.697374_BlackFly20	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Alcyoneusvirus	Alcyoneusvirus RaK2
NODE_A74_length_2488_cov_4.531315_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Cronosvirus	Cronosvirus DevCD23823
NODE_A74_length_2655_cov_9.629170_BlackFly6	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A74_length_2658_cov_4.997288_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wenling picorna-like virus 9
NODE_A74_length_3190_cov_19.028269_BlackFly29	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A74_length_3440_cov_50.762117_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A74_length_3980_cov_55.695875_BlackFly3	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	unclassified	unclassified	Martellivirales sp.
NODE_A753_length_1068_cov_3.153380_BlackFly29	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Alphahypovirus	Alphahypovirus alternariae
NODE_A753_length_1406_cov_4.597442_BlackFly27	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Colletotrichum gloeosporioides polymycovirus virus 1
NODE_A756_length_1053_cov_2.394467_BlackFly28	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A758_length_1238_cov_4.305771_BlackFly31	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A759_length_1148_cov_4.226891_BlackFly36	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A75_length_1615_cov_9.231469_BlackFly18	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A75_length_1949_cov_10.237714_BlackFly46	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated bipartite virus 1
NODE_A75_length_2088_cov_7.258081_BlackFly35	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Setosphaeria turcica polymycovirus 1
NODE_A75_length_2845_cov_11.862717_BlackFly59	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A75_length_3126_cov_23.114792_BlackFly32	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	unclassified	Erysiphe necator associated chryso-like virus 2
NODE_A75_length_3409_cov_47.389256_BlackFly52	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A75_length_3505_cov_41.815636_BlackFly36	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Tolypocladium cylindrosporum virus 2
NODE_A75_length_3957_cov_207.516495_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae mymonavirus 1
NODE_A75_length_5000_cov_17.505180_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	unclassified	unclassified
NODE_A75_length_6248_cov_46.331389_BlackFly19	Viruses	Duplornaviricota	Vidaverviricetes	Mindivirales	Cystoviridae	Cystovirus	Red mite associated cystovirus
NODE_A768_length_1415_cov_2.390882_BlackFly39	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Triatovirus	Black queen cell virus
NODE_A76_length_1609_cov_57.654700_BlackFly7	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Curvulaviridae	Orthocurvulavirus	Trichoderma harzianum orthocurvulavirus 1
NODE_A76_length_1708_cov_5.329859_BlackFly22	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus colletotrichi
NODE_A76_length_2302_cov_16.609888_BlackFly20	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A76_length_2576_cov_2.741897_BlackFly5	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Fijivirus	unclassified
NODE_A76_length_2644_cov_6.591352_BlackFly34	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated negative-stranded RNA virus 4
NODE_A76_length_3434_cov_47.275544_BlackFly27	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	unclassified	Erysiphe necator associated virga-like virus 14
NODE_A76_length_3676_cov_25.290636_BlackFly31	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A76_length_3952_cov_36.753806_BlackFly3	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus verticillii
NODE_A770_length_1043_cov_9.346791_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Roskildevirus cronus
NODE_A773_length_1413_cov_3.723054_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Pseudomonas virus Ptobp6g
NODE_A774_length_1042_cov_12.686010_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Roskildevirus cronus
NODE_A775_length_1530_cov_2.987612_BlackFly14	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A77_length_1331_cov_3.150718_BlackFly41	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Geotrichum candidum totivirus 1
NODE_A77_length_1677_cov_105.438125_BlackFly25	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Plasmopara viticola lesion associated Partitivirus 4
NODE_A77_length_1965_cov_14.768008_BlackFly38	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Sclerotinia nivalis victorivirus 1
NODE_A77_length_2018_cov_686.568264_BlackFly53	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Aedes alboannulatus orthomyxo-like virus
NODE_A77_length_2554_cov_5.442067_BlackFly5	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Iapetusvirus	unclassified
NODE_A77_length_3110_cov_8.824926_BlackFly32	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A77_length_3427_cov_41.797313_BlackFly27	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A77_length_3452_cov_24.680593_BlackFly36	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A77_length_3497_cov_4.981579_BlackFly23	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A77_length_4846_cov_13.768295_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	unclassified
NODE_A782_length_1211_cov_4.447090_BlackFly31	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A7830_length_1015_cov_2.500000_BlackFly34	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A783_length_1409_cov_3.030781_BlackFly39	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
