seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
NODE_A8379_length_507_cov_1.302326_BlackFly_NC_1_Jill	507	No terminal repeats	NA	1	11	0.9442	0.0067	1	1.4247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A458_length_970_cov_2.610302_BlackFly6	970	No terminal repeats	NA	1	11	0.9441	0.0067	1	1.3168	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A2101_length_712_cov_11.099213_BlackFly_NC_Ludovica_1	712	No terminal repeats	NA	1	11	0.9440	0.0067	1	1.6039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A16_length_3249_cov_4.447667_BlackFly11	3249	No terminal repeats	NA	6	11	0.9438	0.0067	0	0.1975	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A82_length_2566_cov_6.905183_BlackFly6	2566	No terminal repeats	NA	1	11	0.9437	0.0067	0	0.0000	Unclassified
NODE_A85_length_3467_cov_4.615634_BlackFly15	3467	No terminal repeats	NA	3	11	0.9433	0.0067	0	1.7037	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A273_length_1826_cov_8.691252_BlackFly57	1826	No terminal repeats	NA	4	11	0.9431	0.0067	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A227_length_1374_cov_3.771010_BlackFly21	1374	No terminal repeats	NA	3	11	0.9430	0.0068	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A331_length_975_cov_2.329621_BlackFly44	975	No terminal repeats	NA	1	11	0.9423	0.0068	1	1.2094	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A3934_length_958_cov_2.850170_BlackFly23	958	No terminal repeats	NA	3	11	0.9422	0.0068	1	0.9269	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A4270_length_940_cov_2.960603_BlackFly3	940	No terminal repeats	NA	2	11	0.9420	0.0068	1	1.6735	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A77_length_3110_cov_8.824926_BlackFly32	3110	No terminal repeats	NA	2	11	0.9418	0.0068	0	0.0000	Unclassified
NODE_A30_length_2743_cov_9.873218_BlackFly46	2743	No terminal repeats	NA	3	11	0.9417	0.0068	0	0.0000	Unclassified
NODE_A1647_length_683_cov_9.633663_BlackFly_NC_Jara_1	683	No terminal repeats	NA	2	11	0.9417	0.0068	1	1.7172	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A110_length_2953_cov_4.902990_BlackFly23	2953	No terminal repeats	NA	2	11	0.9416	0.0068	0	0.0000	Unclassified
NODE_A27604_length_543_cov_1.416309_BlackFly23	543	No terminal repeats	NA	1	11	0.9415	0.0069	1	1.3198	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A7_length_9385_cov_88.724001_BlackFly21	9385	No terminal repeats	NA	5	11	0.9415	0.0069	1	1.7183	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales
NODE_A428_length_903_cov_12.098063_BlackFly_NC_Jara_1	903	No terminal repeats	NA	1	11	0.9415	0.0069	1	1.7150	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A71_length_2541_cov_135.431006_BlackFly21	2541	No terminal repeats	NA	1	11	0.9413	0.0069	0	0.0000	Unclassified
NODE_A215_length_2385_cov_6.552860_BlackFly28	2385	No terminal repeats	NA	4	11	0.9412	0.0069	1	1.3410	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A166_length_2742_cov_22.266792_BlackFly31	2742	No terminal repeats	NA	1	11	0.9408	0.0069	0	0.0000	Unclassified
NODE_A83_length_2337_cov_3.257965_BlackFly30	2337	No terminal repeats	NA	3	11	0.9405	0.0069	1	4.6485	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A5593_length_509_cov_1.891204_BlackFly_NC_Ludovica_2	509	No terminal repeats	NA	1	11	0.9405	0.0069	1	1.2306	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1241_length_801_cov_5.251381_BlackFly_NC_Ludovica_1	801	No terminal repeats	NA	2	11	0.9403	0.0070	1	0.9481	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A15_length_3636_cov_6.389997_BlackFly58	3636	No terminal repeats	NA	2	11	0.9403	0.0070	2	3.4366	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Totiviridae
NODE_A155_length_2051_cov_68.883485_BlackFly32	2051	No terminal repeats	NA	2	11	0.9403	0.0070	1	1.7183	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales
NODE_A152_length_2680_cov_5.361506_BlackFly43	2680	No terminal repeats	NA	3	11	0.9401	0.0070	0	0.0000	Unclassified
NODE_A36_length_5398_cov_6.532043_BlackFly23	5398	No terminal repeats	NA	10	11	0.9401	0.0070	0	1.5584	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A43_length_3329_cov_5.477552_BlackFly21	3329	No terminal repeats	NA	5	11	0.9400	0.0070	0	1.7183	Unclassified
NODE_A7_length_4570_cov_10.134209_BlackFly22	4570	No terminal repeats	NA	2	11	0.9397	0.0070	0	0.0000	Unclassified
NODE_A96_length_3065_cov_54.700469_BlackFly36	3065	No terminal repeats	NA	2	11	0.9397	0.0071	0	0.0000	Unclassified
NODE_A11_length_3744_cov_66.137442_BlackFly11	3744	No terminal repeats	NA	1	11	0.9396	0.0071	0	0.0000	Unclassified
NODE_A5396_length_594_cov_46.197292_BlackFly_NC_2_Jill	594	No terminal repeats	NA	1	11	0.9394	0.0071	1	1.4242	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A114_length_2563_cov_20.127112_BlackFly32	2563	No terminal repeats	NA	1	11	0.9394	0.0071	0	0.0000	Unclassified
NODE_A895_length_764_cov_11.385735_BlackFly52	764	No terminal repeats	NA	1	11	0.9394	0.0071	1	1.4525	Unclassified
NODE_A75_length_1340_cov_4.444972_BlackFly41	1340	No terminal repeats	NA	4	11	0.9392	0.0071	1	1.4248	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A2868_length_718_cov_7.232449_BlackFly38	718	No terminal repeats	NA	2	11	0.9390	0.0071	1	1.1132	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A903_length_726_cov_4.132512_BlackFly53	726	No terminal repeats	NA	2	11	0.9389	0.0072	1	1.2211	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A36_length_4202_cov_5.595636_BlackFly5	4202	No terminal repeats	NA	2	11	0.9388	0.0072	0	0.0000	Unclassified
NODE_A5116_length_573_cov_6.508065_BlackFly_NC_Ludovica_1	573	No terminal repeats	NA	1	11	0.9388	0.0072	1	1.7162	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A696_length_1522_cov_4.357785_BlackFly3	1522	No terminal repeats	NA	2	11	0.9387	0.0072	1	1.2201	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1453_length_983_cov_3.462472_BlackFly36	983	No terminal repeats	NA	1	11	0.9386	0.0072	1	1.2271	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A6330_length_546_cov_16.678038_BlackFly_NC_1_Jill	546	No terminal repeats	NA	1	11	0.9386	0.0072	1	1.4239	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A898_length_1421_cov_6.605655_BlackFly3	1421	No terminal repeats	NA	1	11	0.9386	0.0072	1	1.6853	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A300_length_1111_cov_2.419729_BlackFly53	1111	No terminal repeats	NA	4	11	0.9384	0.0072	1	1.2814	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A87_length_3161_cov_62.407912_BlackFly36	3161	No terminal repeats	NA	2	11	0.9383	0.0073	0	0.0000	Unclassified
NODE_A22881_length_626_cov_1.841530_BlackFly27	626	No terminal repeats	NA	1	11	0.9382	0.0073	1	1.4660	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A582_length_884_cov_4.267658_BlackFly21	884	No terminal repeats	NA	3	11	0.9381	0.0073	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A43_length_2743_cov_5.245686_BlackFly22	2743	No terminal repeats	NA	1	11	0.9381	0.0073	0	0.0000	Unclassified
NODE_A149_length_4194_cov_167.395676_BlackFly49	4194	No terminal repeats	NA	6	11	0.9381	0.0073	0	1.5042	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A100_length_3112_cov_16.213180_BlackFly23	3112	No terminal repeats	NA	2	11	0.9380	0.0073	0	0.0000	Unclassified
NODE_A47_length_5466_cov_9.087586_BlackFly36	5466	No terminal repeats	NA	12	11	0.9380	0.0073	0	3.7663	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A110_length_2799_cov_49.091477_BlackFly36	2799	No terminal repeats	NA	2	11	0.9379	0.0074	0	0.0000	Unclassified
NODE_A103_length_3861_cov_45.529334_BlackFly16	3861	No terminal repeats	NA	7	11	0.9379	0.0074	0	2.7132	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A126_length_3464_cov_11.923531_BlackFly16	3464	No terminal repeats	NA	1	11	0.9378	0.0074	0	0.0000	Unclassified
NODE_A35_length_6785_cov_20.267740_BlackFly43	6785	No terminal repeats	NA	16	11	0.9378	0.0074	1	2.6711	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A62_length_2717_cov_2.857576_BlackFly20	2717	No terminal repeats	NA	3	11	0.9377	0.0074	0	1.7183	Unclassified
NODE_A3823_length_800_cov_3.042877_BlackFly43	800	No terminal repeats	NA	2	11	0.9375	0.0074	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A42_length_2813_cov_7.030702_BlackFly22	2813	No terminal repeats	NA	2	11	0.9374	0.0074	0	0.0000	Unclassified
NODE_A27_length_4036_cov_34.807527_BlackFly21	4036	No terminal repeats	NA	3	11	0.9374	0.0075	0	0.0000	Unclassified
NODE_A14_length_4487_cov_386.151701_BlackFly45	4487	No terminal repeats	NA	5	11	0.9370	0.0075	0	0.0000	Unclassified
NODE_B6_length_10822_cov_177.050070_BlackFly32	10822	No terminal repeats	NA	2	11	0.9369	0.0075	0	0.0000	Unclassified
NODE_A1150_length_1486_cov_6.096522_BlackFly34	1486	No terminal repeats	NA	3	4	0.9367	0.0075	1	1.3404	Unclassified
NODE_A908_length_848_cov_2.250324_BlackFly58	848	No terminal repeats	NA	2	11	0.9366	0.0075	1	3.3905	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_B320_length_986_cov_3.227723_BlackFly16	986	No terminal repeats	NA	2	11	0.9365	0.0075	1	1.3273	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A80_length_3082_cov_93.110150_BlackFly32	3082	No terminal repeats	NA	2	11	0.9363	0.0075	0	0.0000	Unclassified
NODE_A117_length_2563_cov_21.957763_BlackFly29	2563	No terminal repeats	NA	1	11	0.9360	0.0076	0	0.0000	Unclassified
NODE_A384_length_1075_cov_3.463928_BlackFly48	1075	No terminal repeats	NA	2	11	0.9360	0.0076	1	1.5232	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A16_length_3041_cov_12.823887_BlackFly13	3041	No terminal repeats	NA	3	11	0.9358	0.0076	0	0.0000	Unclassified
NODE_A22_length_4398_cov_109.492016_BlackFly21	4398	No terminal repeats	NA	1	11	0.9357	0.0076	0	0.0000	Unclassified
NODE_A14_length_3749_cov_44.515944_BlackFly22	3749	No terminal repeats	NA	1	11	0.9356	0.0076	0	0.0000	Unclassified
NODE_A91_length_3864_cov_8.585160_BlackFly43	3864	No terminal repeats	NA	5	11	0.9355	0.0076	0	0.0000	Unclassified
NODE_A18146_length_587_cov_2.001961_BlackFly19	587	No terminal repeats	NA	1	11	0.9354	0.0076	1	1.0334	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A41_length_3915_cov_13.124544_BlackFly6	3915	No terminal repeats	NA	1	11	0.9353	0.0077	0	0.0000	Unclassified
NODE_A370_length_1091_cov_2.806706_BlackFly48	1091	No terminal repeats	NA	2	11	0.9351	0.0077	1	1.2201	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1788_length_718_cov_4.478939_BlackFly16	718	No terminal repeats	NA	2	11	0.9351	0.0077	1	1.0150	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A567_length_844_cov_4.664928_BlackFly53	844	No terminal repeats	NA	2	11	0.9348	0.0077	1	1.5541	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A933_length_844_cov_16.507171_BlackFly_NC_Ludovica_1	844	No terminal repeats	NA	2	11	0.9346	0.0077	1	1.5026	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A115_length_3234_cov_207.998416_BlackFly19	3234	No terminal repeats	NA	2	11	0.9345	0.0077	0	0.0000	Unclassified
NODE_A2967_length_629_cov_3.186594_BlackFly16	629	No terminal repeats	NA	1	11	0.9344	0.0077	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A347_length_948_cov_2.867968_BlackFly5	948	No terminal repeats	NA	2	11	0.9343	0.0078	1	1.3218	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A869_length_895_cov_1.988998_BlackFly16	895	No terminal repeats	NA	1	11	0.9343	0.0078	1	1.3276	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A11_length_4167_cov_12.770416_BlackFly58	4167	No terminal repeats	NA	5	11	0.9343	0.0078	0	0.0000	Unclassified
NODE_A2541_length_656_cov_1.706390_BlackFly16	656	No terminal repeats	NA	1	11	0.9343	0.0078	1	1.4502	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A106_length_3365_cov_37.178528_BlackFly3	3365	No terminal repeats	NA	3	11	0.9343	0.0078	0	0.0000	Unclassified
NODE_A130_length_3371_cov_173.409229_BlackFly16	3371	No terminal repeats	NA	6	11	0.9342	0.0078	0	0.0000	Unclassified
NODE_A30839_length_520_cov_3.598194_BlackFly23	520	No terminal repeats	NA	1	11	0.9341	0.0078	1	1.2474	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1411_length_781_cov_6.953125_BlackFly_NC_Ludovica_1	781	No terminal repeats	NA	2	11	0.9338	0.0079	1	1.3565	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A19_length_3435_cov_52.119714_BlackFly25	3435	No terminal repeats	NA	2	11	0.9337	0.0079	0	0.0000	Unclassified
NODE_A11720_length_757_cov_6.870588_BlackFly27	757	No terminal repeats	NA	1	11	0.9336	0.0079	1	1.2540	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A35_length_3989_cov_358.219836_BlackFly42	3989	No terminal repeats	NA	4	11	0.9335	0.0079	0	0.0000	Unclassified
NODE_A61_length_3235_cov_184.090880_BlackFly42	3235	No terminal repeats	NA	2	11	0.9335	0.0079	0	0.0000	Unclassified
NODE_A158_length_2746_cov_12.469090_BlackFly3	2746	No terminal repeats	NA	1	11	0.9331	0.0079	0	0.0000	Unclassified
NODE_B34_length_4070_cov_18.128976_BlackFly49	4070	No terminal repeats	NA	8	11	0.9330	0.0079	1	3.7088	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A2657_length_531_cov_2.110132_BlackFly28	531	No terminal repeats	NA	3	11	0.9329	0.0080	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A27_length_3487_cov_195.804985_BlackFly45	3487	No terminal repeats	NA	2	11	0.9327	0.0080	0	0.0000	Unclassified
NODE_A8726_length_501_cov_7.936321_BlackFly_NC_1_Jill	501	No terminal repeats	NA	1	11	0.9325	0.0080	1	1.2639	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A520_length_963_cov_82.250564_BlackFly52	963	No terminal repeats	NA	3	11	0.9324	0.0080	1	1.0829	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A66_length_4062_cov_810.283061_BlackFly31	4062	No terminal repeats	NA	1	11	0.9321	0.0080	0	0.0000	Unclassified
NODE_A69_length_2896_cov_10.705215_BlackFly48	2896	No terminal repeats	NA	3	11	0.9321	0.0080	0	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
NODE_A8466_length_734_cov_3.334855_BlackFly45	734	No terminal repeats	NA	1	11	0.9320	0.0080	1	1.1384	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A167_length_1684_cov_4.133167_BlackFly48	1684	No terminal repeats	NA	3	11	0.9318	0.0081	1	1.2201	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A751_length_1054_cov_7.951894_BlackFly28	1054	No terminal repeats	NA	2	11	0.9316	0.0081	1	1.3963	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1657_length_525_cov_1.064732_BlackFly6	525	No terminal repeats	NA	1	11	0.9316	0.0081	1	1.5249	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A4530_length_925_cov_2.357311_BlackFly3	925	No terminal repeats	NA	1	11	0.9316	0.0081	1	1.6299	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1082_length_1309_cov_4.357143_BlackFly23	1309	No terminal repeats	NA	2	11	0.9313	0.0081	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A175_length_2659_cov_32850.558482_BlackFly31	2659	No terminal repeats	NA	1	11	0.9312	0.0081	0	0.0000	Unclassified
NODE_A3846_length_699_cov_2.413183_BlackFly11	699	No terminal repeats	NA	2	11	0.9307	0.0081	1	1.4815	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A3428_length_994_cov_2.993457_BlackFly3	994	No terminal repeats	NA	3	11	0.9306	0.0082	1	1.2934	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A159_length_3598_cov_19.723374_BlackFly57	3598	No terminal repeats	NA	5	11	0.9306	0.0082	0	1.5463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1151_length_796_cov_1.165508_BlackFly28	796	No terminal repeats	NA	2	15	0.9304	0.0082	1	1.2309	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A143_length_2935_cov_40.394682_BlackFly3	2935	No terminal repeats	NA	1	11	0.9301	0.0082	0	0.0000	Unclassified
NODE_A25519_length_750_cov_4.001486_BlackFly34	750	No terminal repeats	NA	2	11	0.9301	0.0082	1	1.2386	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1428_length_561_cov_1.650826_BlackFly15	561	No terminal repeats	NA	2	11	0.9300	0.0082	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1200_length_703_cov_5.884984_BlackFly_NC_Ludovica_2	703	No terminal repeats	NA	2	11	0.9298	0.0083	1	1.1702	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A27_length_3812_cov_333.949933_BlackFly53	3812	No terminal repeats	NA	4	11	0.9297	0.0083	0	0.0000	Unclassified
NODE_A486_length_1024_cov_4.595565_BlackFly38	1024	No terminal repeats	NA	2	11	0.9295	0.0083	1	1.1876	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A24_length_3128_cov_33.994756_BlackFly7	3128	No terminal repeats	NA	2	11	0.9286	0.0083	0	0.0000	Unclassified
NODE_A72_length_2641_cov_3.195788_BlackFly5	2641	No terminal repeats	NA	3	11	0.9285	0.0083	0	0.0000	Unclassified
NODE_A1808_length_727_cov_6.613846_BlackFly31	727	No terminal repeats	NA	1	11	0.9285	0.0083	1	1.1868	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1_length_2108_cov_10.651403_BlackFly_NC_Ludovica_2	2108	No terminal repeats	NA	3	11	0.9285	0.0083	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
NODE_A17_length_3449_cov_435.283511_BlackFly25	3449	No terminal repeats	NA	2	11	0.9282	0.0084	0	0.0000	Unclassified
NODE_A126_length_2751_cov_34.117801_BlackFly23	2751	No terminal repeats	NA	5	11	0.9282	0.0084	0	0.0000	Unclassified
NODE_A532_length_1532_cov_7.597938_BlackFly27	1532	No terminal repeats	NA	6	11	0.9281	0.0084	1	3.2566	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1172_length_811_cov_3.158038_BlackFly16	811	No terminal repeats	NA	2	11	0.9278	0.0084	1	1.4231	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A769_length_908_cov_3.371841_BlackFly32	908	No terminal repeats	NA	2	11	0.9278	0.0084	1	0.9981	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A38_length_2922_cov_9.977153_BlackFly22	2922	No terminal repeats	NA	1	11	0.9276	0.0084	0	0.0000	Unclassified
NODE_A1038_length_580_cov_0.838966_BlackFly30	580	No terminal repeats	NA	1	11	0.9276	0.0085	1	1.3388	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A58_length_3942_cov_55.949030_BlackFly29	3942	No terminal repeats	NA	5	11	0.9275	0.0085	0	0.0000	Unclassified
NODE_A610_length_893_cov_2.077206_BlackFly42	893	No terminal repeats	NA	3	11	0.9274	0.0085	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A105_length_2138_cov_8.091218_BlackFly30	2138	No terminal repeats	NA	1	11	0.9274	0.0085	1	1.7183	Viruses;Riboviria
NODE_A28_length_3984_cov_106.075250_BlackFly14	3984	No terminal repeats	NA	4	11	0.9273	0.0085	0	0.0000	Unclassified
NODE_A23608_length_543_cov_2.946352_BlackFly3	543	No terminal repeats	NA	2	11	0.9273	0.0085	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A660_length_1007_cov_5.224731_BlackFly12	1007	No terminal repeats	NA	1	11	0.9268	0.0086	1	1.6742	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A36_length_3123_cov_27.518385_BlackFly22	3123	No terminal repeats	NA	2	11	0.9267	0.0086	0	0.0000	Unclassified
NODE_A5233_length_1108_cov_3.269641_BlackFly34	1108	No terminal repeats	NA	1	11	0.9265	0.0086	1	1.0334	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A371_length_908_cov_2.670277_BlackFly44	908	No terminal repeats	NA	2	11	0.9262	0.0086	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A46_length_3030_cov_3.678293_BlackFly10	3030	No terminal repeats	NA	3	11	0.9258	0.0086	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A45_length_3195_cov_683.454458_BlackFly14	3195	No terminal repeats	NA	2	11	0.9257	0.0086	0	0.0000	Unclassified
NODE_A214_length_1659_cov_6.620101_BlackFly52	1659	No terminal repeats	NA	3	11	0.9254	0.0086	1	1.1831	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A166_length_1512_cov_2.725436_BlackFly44	1512	No terminal repeats	NA	3	11	0.9253	0.0087	1	1.2478	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1683_length_654_cov_1.389948_BlackFly28	654	No terminal repeats	NA	2	11	0.9253	0.0087	1	1.6529	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_B408_length_791_cov_3.890756_BlackFly16	791	No terminal repeats	NA	2	11	0.9250	0.0087	1	1.0927	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A108_length_2962_cov_8.649567_BlackFly15	2962	No terminal repeats	NA	1	11	0.9249	0.0087	0	0.0000	Unclassified
NODE_A36_length_2609_cov_72.198657_BlackFly7	2609	No terminal repeats	NA	2	11	0.9245	0.0087	0	0.0000	Unclassified
NODE_A186_length_2610_cov_6.681011_BlackFly31	2610	No terminal repeats	NA	6	11	0.9242	0.0087	1	3.0057	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A180_length_2635_cov_51.354574_BlackFly31	2635	No terminal repeats	NA	1	11	0.9240	0.0088	0	0.0000	Unclassified
NODE_A22153_length_552_cov_4.431579_BlackFly19	552	No terminal repeats	NA	1	11	0.9237	0.0088	1	1.3242	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A52_length_2998_cov_7.058199_BlackFly21	2998	No terminal repeats	NA	2	11	0.9236	0.0088	0	0.0000	Unclassified
NODE_A30_length_3952_cov_37.613419_BlackFly14	3952	No terminal repeats	NA	5	11	0.9236	0.0088	0	0.0000	Unclassified
NODE_A263_length_1112_cov_20.490821_BlackFly44	1112	No terminal repeats	NA	2	11	0.9233	0.0088	1	1.0367	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A105_length_2708_cov_17.916762_BlackFly32	2708	No terminal repeats	NA	1	11	0.9231	0.0088	0	0.0000	Unclassified
NODE_A34_length_5156_cov_38.068124_BlackFly30	5156	No terminal repeats	NA	1	11	0.9231	0.0089	0	0.0000	Unclassified
NODE_A5330_length_543_cov_2.873391_BlackFly16	543	No terminal repeats	NA	1	11	0.9230	0.0089	1	1.7149	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A104_length_2687_cov_24.680460_BlackFly29	2687	No terminal repeats	NA	7	11	0.9228	0.0089	0	2.5943	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A992_length_762_cov_10.894891_BlackFly_NC_Jara_1	762	No terminal repeats	NA	1	11	0.9227	0.0089	1	1.4359	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A87_length_2530_cov_8.137383_BlackFly48	2530	No terminal repeats	NA	1	11	0.9226	0.0089	0	0.0000	Unclassified
